Date,Open,High,Low,Close,Volume,"('Adj Close', 'ASRT')","('Close', 'ASRT')","('High', 'ASRT')","('Low', 'ASRT')","('Open', 'ASRT')","('Volume', 'ASRT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.0800000429153442,1.149999976158142,1.0700000524520874,1.1399999856948853,1690100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.1200000047683716,1.1200000047683716,1.0099999904632568,1.0099999904632568,2503500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.0,1.0199999809265137,0.8500000238418579,0.8999999761581421,3663200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,0.9100000262260436,1.0199999809265137,0.9100000262260436,1.0199999809265137,2904900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.0299999713897705,1.0299999713897705,0.949999988079071,0.9700000286102296,1329700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,0.9700000286102296,0.9700000286102296,0.9100000262260436,0.9200000166893004,1283300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,0.9300000071525574,0.949999988079071,0.8899999856948853,0.9300000071525574,1159000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,0.9200000166893004,0.949999988079071,0.8799999952316284,0.8999999761581421,799600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,0.8999999761581421,0.949999988079071,0.8999999761581421,0.9100000262260436,712100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,0.9100000262260436,0.949999988079071,0.8899999856948853,0.9200000166893004,1134500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,0.9100000262260436,0.9200000166893004,0.8799999952316284,0.8799999952316284,927500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,0.8799999952316284,0.8799999952316284,0.7799999713897705,0.8199999928474426,1705300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,0.8299999833106995,0.8399999737739563,0.7900000214576721,0.8399999737739563,713500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,0.8399999737739563,0.8899999856948853,0.8299999833106995,0.8700000047683716,685100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,0.8799999952316284,0.8799999952316284,0.8399999737739563,0.8500000238418579,455500.0,,,,,,,,,,
