Date,Open,High,Low,Close,Volume,"('Adj Close', 'PLL')","('Close', 'PLL')","('High', 'PLL')","('Low', 'PLL')","('Open', 'PLL')","('Volume', 'PLL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,28.1200008392334,29.5,27.600000381469727,27.8799991607666,476300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,27.170000076293945,27.190000534057617,25.75,26.36000061035156,469600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,26.32999992370605,26.5,25.790000915527344,26.209999084472656,340400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.899999618530277,26.18000030517578,25.280000686645508,25.6200008392334,300900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.5,26.38999938964844,24.86000061035156,26.270000457763672,278300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.479999542236328,25.479999542236328,24.690000534057617,24.700000762939453,333200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,24.709999084472656,24.790000915527344,24.0,24.200000762939453,309300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,24.020000457763672,24.030000686645508,22.56999969482422,23.0,525800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.36000061035156,24.26000022888184,22.520000457763672,22.770000457763672,349600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.450000762939453,22.540000915527344,20.020000457763672,20.6299991607666,878100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.030000686645508,20.15999984741211,18.934999465942383,19.415000915527344,568600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.6299991607666,19.700000762939453,18.3799991607666,18.729999542236328,595400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.71999931335449,18.71999931335449,16.850000381469727,17.920000076293945,945000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,17.639999389648438,18.399999618530277,16.850000381469727,17.959999084472656,911600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,18.270000457763672,18.600000381469727,17.399999618530273,17.459999084472656,612900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.13999938964844,18.600000381469727,17.059999465942383,17.280000686645508,619800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,17.219999313354492,17.56999969482422,16.450000762939453,17.1200008392334,718600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,17.309999465942383,17.84000015258789,17.06999969482422,17.6200008392334,416900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,16.739999771118164,17.461000442504883,15.859999656677246,17.309999465942383,949600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,17.010000228881836,17.135000228881836,15.93000030517578,15.989999771118164,903900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,15.880000114440918,16.489999771118164,15.260000228881836,15.279999732971191,974000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,15.479999542236328,15.800000190734863,14.609999656677246,14.899999618530272,794800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,14.520000457763672,14.529999732971191,13.699999809265137,13.710000038146973,1043300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,13.079999923706056,13.234999656677246,12.359999656677246,12.380000114440918,1252800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,12.0,12.850000381469728,11.90999984741211,12.779999732971191,1694800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,12.949999809265137,14.579999923706056,12.729999542236328,14.489999771118164,1510000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,14.5600004196167,14.899999618530272,14.0600004196167,14.640000343322754,829300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,14.5600004196167,14.848999977111816,13.949999809265137,14.06999969482422,516200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,14.029999732971191,15.5600004196167,13.8100004196167,15.0600004196167,758300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,14.15999984741211,14.539999961853027,13.020000457763672,13.170000076293944,821900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,13.59000015258789,13.899999618530272,13.270000457763672,13.5600004196167,459100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,13.649999618530272,14.449999809265137,13.579999923706056,13.949999809265137,602000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,13.8100004196167,14.6899995803833,13.619999885559082,14.4399995803833,614700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,14.350000381469728,14.350000381469728,13.770999908447266,13.979999542236328,686700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,14.029999732971191,14.494999885559082,14.0,14.34000015258789,430900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,14.279999732971191,14.350000381469728,13.630000114440918,13.81999969482422,601100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,12.289999961853027,12.829999923706056,11.270000457763672,12.34000015258789,1498000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,12.3100004196167,13.119999885559082,11.90999984741211,12.289999961853027,766700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,12.529999732971191,14.199999809265137,12.420000076293944,13.59000015258789,1080300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,13.5600004196167,14.300000190734863,13.239999771118164,13.859999656677246,701400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,14.31999969482422,15.270000457763672,14.260000228881836,14.5600004196167,832700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,14.81999969482422,15.710000038146973,14.350000381469728,15.43000030517578,647900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,15.390000343322754,15.489999771118164,14.359999656677246,14.489999771118164,649400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,14.109999656677246,14.210000038146973,13.5600004196167,13.59000015258789,583900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,14.199999809265137,14.460000038146973,13.850000381469728,13.989999771118164,512800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,14.239999771118164,14.68000030517578,13.96500015258789,14.300000190734863,475400.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,14.600000381469728,14.789999961853027,13.779999732971191,13.789999961853027,548400.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,14.010000228881836,14.210000038146973,13.630000114440918,13.68000030517578,623400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,13.720000267028809,13.890000343322754,13.020000457763672,13.289999961853027,487600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,13.039999961853027,13.800000190734863,12.859999656677246,13.270000457763672,598800.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,13.130000114440918,13.199999809265137,12.300000190734863,12.529999732971191,630400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,12.5600004196167,12.81999969482422,12.329999923706056,12.600000381469728,2179500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,12.779999732971191,12.871000289916992,11.649999618530272,12.029999732971191,704200.0,,,,,,,,,,
