Date,Open,High,Low,Close,Volume,"('Adj Close', 'CRDF')","('Close', 'CRDF')","('High', 'CRDF')","('Low', 'CRDF')","('Open', 'CRDF')","('Volume', 'CRDF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.4800000190734863,1.5399999618530271,1.4600000381469729,1.5299999713897705,85900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.5199999809265137,1.5399999618530271,1.4700000286102295,1.5299999713897705,74800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.5099999904632568,1.6799999475479126,1.5099999904632568,1.659999966621399,425500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.659999966621399,1.659999966621399,1.559999942779541,1.5700000524520874,160700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.5800000429153442,1.7599999904632568,1.5199999809265137,1.75,270900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.7599999904632568,1.7899999618530271,1.7100000381469729,1.7699999809265137,163100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.7699999809265137,1.7999999523162842,1.7200000286102295,1.7599999904632568,85700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.7799999713897705,1.7999999523162842,1.7000000476837158,1.7100000381469729,74200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.7200000286102295,1.7300000190734863,1.6699999570846558,1.690000057220459,103000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.659999966621399,1.7000000476837158,1.600000023841858,1.6299999952316284,158800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.590000033378601,1.6299999952316284,1.4700000286102295,1.4700000286102295,249300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.4900000095367432,1.5199999809265137,1.4500000476837158,1.4600000381469729,94400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.5099999904632568,1.6100000143051147,1.4600000381469729,1.5099999904632568,77300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.5199999809265137,1.559999942779541,1.5099999904632568,1.5199999809265137,56900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.5099999904632568,1.5700000524520874,1.5099999904632568,1.5299999713897705,50400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.5700000524520874,1.5700000524520874,1.4700000286102295,1.5199999809265137,92800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.5199999809265137,1.559999942779541,1.4700000286102295,1.4900000095367432,62000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.4800000190734863,1.5099999904632568,1.4600000381469729,1.4900000095367432,58700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.4900000095367432,1.5800000429153442,1.4900000095367432,1.5800000429153442,67800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.5299999713897705,1.5800000429153442,1.5299999713897705,1.5399999618530271,47200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.5499999523162842,1.6200000047683716,1.5499999523162842,1.559999942779541,101000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.559999942779541,1.7100000381469729,1.559999942779541,1.6200000047683716,341800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.6200000047683716,1.659999966621399,1.5299999713897705,1.590000033378601,96600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.5499999523162842,1.6200000047683716,1.440000057220459,1.4900000095367432,338300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.5,1.8799999952316284,1.4700000286102295,1.809999942779541,1052700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.7400000095367432,1.899999976158142,1.7200000286102295,1.870000004768372,340700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.850000023841858,1.899999976158142,1.7799999713897705,1.7999999523162842,168400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.830000042915344,1.8899999856948853,1.7599999904632568,1.809999942779541,130000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.850000023841858,1.850000023841858,1.7699999809265137,1.8200000524520876,120000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.75,1.7799999713897705,1.6299999952316284,1.659999966621399,230300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.7100000381469729,1.7699999809265137,1.659999966621399,1.7400000095367432,116000.0,,,,,,,,,,
