Date,Open,High,Low,Close,Volume,"('Adj Close', 'WEX')","('Close', 'WEX')","('High', 'WEX')","('Low', 'WEX')","('Open', 'WEX')","('Volume', 'WEX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,193.67999267578125,195.58999633789065,193.6100006103516,195.3699951171875,263900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,193.1699981689453,195.9900054931641,191.4499969482422,194.3999938964844,350700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,193.91000366210935,196.91000366210935,193.1199951171875,196.55999755859372,613600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,196.83999633789065,200.7899932861328,196.44000244140625,197.91000366210935,365200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,198.33999633789065,200.16000366210935,196.7700042724609,199.7899932861328,335700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,198.57000732421875,199.9199981689453,197.8999938964844,198.57000732421875,225100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,198.8999938964844,199.75,196.30999755859372,197.8699951171875,270700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,198.1499938964844,198.82000732421875,196.5500030517578,198.30999755859372,267200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,199.8800048828125,200.3800048828125,197.33999633789065,198.0200042724609,244700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,196.19000244140625,198.4900054931641,195.5200042724609,198.3800048828125,205000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,195.4600067138672,197.1699981689453,194.0,196.07000732421875,435100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,197.3600006103516,198.6300048828125,194.88999938964844,198.02999877929688,314100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,198.8699951171875,201.88999938964844,197.66000366210935,201.5500030517578,256600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,203.0,205.8699951171875,201.8600006103516,203.92999267578125,318000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,204.69000244140625,205.4499969482422,201.6100006103516,202.55999755859372,314000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,204.0,204.47000122070312,201.0,203.6699981689453,329400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,205.0,206.5399932861328,204.2899932861328,206.3800048828125,202800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,206.72999572753903,208.30999755859372,205.8999938964844,207.17999267578125,227900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,206.3000030517578,209.8300018310547,206.3000030517578,209.69000244140625,276200.0,,,,,,,,,,
