Date,Open,High,Low,Close,Volume,"('Adj Close', 'LPLA')","('Close', 'LPLA')","('High', 'LPLA')","('Low', 'LPLA')","('Open', 'LPLA')","('Volume', 'LPLA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,228.83999633789065,230.8999938964844,223.80999755859372,230.75,552500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,231.08999633789065,235.8800048828125,230.05999755859372,232.72999572753903,598300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,233.30999755859372,238.2899932861328,232.3999938964844,232.67999267578125,535300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,233.0,235.80999755859372,230.9499969482422,234.5500030517578,477800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,235.30999755859372,237.8300018310547,230.0200042724609,237.55999755859372,735000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,237.97000122070312,238.8500061035156,230.2100067138672,232.8500061035156,423300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,232.05999755859372,234.6100006103516,231.05999755859372,234.1699981689453,334200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,235.3000030517578,236.5500030517578,232.0399932861328,232.91000366210935,396400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,233.13999938964844,235.6000061035156,229.3699951171875,230.92999267578125,491000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,231.0,235.16000366210935,230.92999267578125,233.05999755859372,516500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,230.0,236.50999450683597,228.6300048828125,234.0800018310547,452000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,232.7899932861328,236.7700042724609,231.0800018310547,236.63999938964844,379200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,237.8600006103516,241.08999633789065,236.55999755859372,239.6000061035156,475100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,239.5,242.50999450683597,237.3000030517578,242.1699981689453,535500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,243.91000366210935,245.33999633789065,240.94000244140625,241.13999938964844,676400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,242.72999572753903,244.75999450683597,240.3699951171875,242.07000732421875,548500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,242.07000732421875,245.0,239.7700042724609,240.67999267578125,687200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,241.83999633789065,244.82000732421875,240.6999969482422,243.00999450683597,432400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,241.5200042724609,243.2899932861328,239.8500061035156,240.27999877929688,769500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,241.0800018310547,245.5500030517578,240.6000061035156,244.30999755859372,719000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,242.55999755859372,242.82000732421875,237.27999877929688,239.19000244140625,727700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,238.75999450683597,242.0500030517578,236.9600067138672,240.4600067138672,1069700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,250.0,259.2699890136719,241.6699981689453,251.2100067138672,1703400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,251.6000061035156,251.6000061035156,245.55999755859372,248.22999572753903,821300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,248.19000244140625,249.6699981689453,240.75,241.5,639700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,243.1699981689453,245.27999877929688,239.8999938964844,243.8000030517578,412700.0,,,,,,,,,,
