Date,Open,High,Low,Close,Volume,"('Adj Close', 'AWR')","('Close', 'AWR')","('High', 'AWR')","('Low', 'AWR')","('Open', 'AWR')","('Volume', 'AWR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,80.18000030517578,81.31999969482422,79.81999969482422,80.45999908447266,207700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,80.61000061035156,80.63999938964844,79.11000061035156,79.5199966430664,186200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,80.04000091552734,80.04000091552734,78.26000213623047,78.2699966430664,238600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,78.26000213623047,78.69000244140625,77.2699966430664,77.54000091552734,190000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,77.30999755859375,78.12999725341797,77.06999969482422,78.12999725341797,130400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,77.01000213623047,78.31999969482422,76.83999633789062,77.95999908447266,190100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,77.87000274658203,78.98999786376953,77.87000274658203,78.87000274658203,146100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,78.37000274658203,78.37000274658203,76.4000015258789,77.37999725341797,239800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,77.7699966430664,78.83000183105469,77.69000244140625,78.61000061035156,205900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,78.63999938964844,80.26000213623047,78.27999877929688,78.56999969482422,387000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,77.83000183105469,78.43000030517578,76.48999786376953,77.02999877929688,143800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,76.75,77.16999816894531,76.12000274658203,77.12000274658203,189500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,77.45999908447266,77.83999633789062,76.11000061035156,76.69999694824219,300300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,76.69999694824219,78.26000213623047,76.6500015258789,77.76000213623047,190400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,78.41000366210938,78.44000244140625,76.97000122070312,77.69999694824219,221700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,78.13999938964844,78.33000183105469,75.26000213623047,75.26000213623047,239200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,76.06999969482422,76.62000274658203,75.22000122070312,75.87999725341797,173500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,76.43000030517578,76.43000030517578,75.12999725341797,75.13999938964844,168200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,75.12000274658203,76.12999725341797,74.27999877929688,75.87999725341797,152900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,75.61000061035156,75.73999786376953,74.83999633789062,75.16000366210938,119100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,75.68000030517578,76.44000244140625,74.41999816894531,74.5999984741211,208200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,74.75,76.01000213623047,74.58999633789062,75.94999694824219,136800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,75.02999877929688,75.98999786376953,74.51000213623047,75.4000015258789,176900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,74.56999969482422,74.87999725341797,73.95999908447266,74.11000061035156,314500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,73.93000030517578,75.44000244140625,73.83000183105469,75.18000030517578,186900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,75.30999755859375,75.51000213623047,74.62999725341797,74.80000305175781,182100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,74.62000274658203,75.2699966430664,74.02999877929688,75.11000061035156,241400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,74.94000244140625,75.88999938964844,74.87000274658203,75.51000213623047,286600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,75.8499984741211,77.12000274658203,75.70999908447266,76.95999908447266,139800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,75.62000274658203,76.6500015258789,73.87000274658203,74.44000244140625,212300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,74.97000122070312,75.05000305175781,73.9000015258789,74.95999908447266,215000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,75.51000213623047,77.2300033569336,75.51000213623047,77.19999694824219,222100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,76.58000183105469,76.83000183105469,75.55000305175781,76.37000274658203,151900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,75.98999786376953,77.22000122070312,75.83000183105469,76.2699966430664,294500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,76.58999633789062,76.79000091552734,75.86000061035156,76.1500015258789,145800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,75.30999755859375,75.3499984741211,73.0,73.81999969482422,400400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,73.70999908447266,73.70999908447266,72.16000366210938,72.18000030517578,470500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,72.02999877929688,72.2300033569336,71.29000091552734,72.04000091552734,248300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,72.08000183105469,72.44999694824219,71.27999877929688,71.62000274658203,202400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,70.5199966430664,71.69999694824219,70.33999633789062,70.91999816894531,291600.0,,,,,,,,,,
