Date,Open,High,Low,Close,Volume,"('Adj Close', 'OSK')","('Close', 'OSK')","('High', 'OSK')","('Low', 'OSK')","('Open', 'OSK')","('Volume', 'OSK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,107.77999877929688,109.0199966430664,106.94000244140624,107.33000183105467,424200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,106.18000030517578,106.18000030517578,103.72000122070312,103.77999877929688,404200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,103.86000061035156,104.7300033569336,103.68000030517578,103.8000030517578,373500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,103.36000061035156,105.91000366210938,103.20999908447266,105.29000091552734,421600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,104.88999938964844,106.58999633789062,103.94000244140624,106.44000244140624,361300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,105.45999908447266,106.61000061035156,104.4800033569336,106.5,336200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,106.48999786376952,106.97000122070312,105.25,106.12999725341795,306900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,105.8499984741211,106.31999969482422,104.6500015258789,106.0500030517578,273800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,107.2300033569336,107.5500030517578,105.12999725341795,105.5,221300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,104.63999938964844,105.5,103.8499984741211,105.45999908447266,255300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,103.83999633789062,104.29000091552734,102.66999816894533,103.16000366210938,371500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,104.0,105.12000274658205,103.2699966430664,104.77999877929688,343800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,104.80999755859376,106.91999816894533,103.62000274658205,106.88999938964844,581200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,107.43000030517578,109.93000030517578,107.43000030517578,108.4800033569336,475300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,109.5500030517578,109.7300033569336,107.47000122070312,108.0,389100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,108.88999938964844,109.08000183105467,106.11000061035156,106.62000274658205,454700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,108.68000030517578,113.08000183105467,108.66999816894533,110.5500030517578,805500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,110.79000091552734,112.2699966430664,110.41999816894533,110.4800033569336,472600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,110.33999633789062,113.08999633789062,110.2699966430664,112.8000030517578,1034600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,110.0,115.62999725341795,107.11000061035156,113.97000122070312,1440200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,114.26000213623048,114.44000244140624,109.81999969482422,110.0999984741211,747400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,111.1999969482422,112.9800033569336,110.1500015258789,112.72000122070312,488000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,112.1500015258789,113.97000122070312,111.91999816894533,113.43000030517578,372700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,112.5,112.9800033569336,110.81999969482422,112.1500015258789,344200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,112.1500015258789,112.87999725341795,110.87000274658205,111.91999816894533,799300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,112.5999984741211,113.0199966430664,111.3000030517578,111.9000015258789,794900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,112.23999786376952,113.25,111.75,113.12999725341795,499700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,113.0,113.08000183105467,110.9000015258789,111.88999938964844,605700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,112.06999969482422,113.7699966430664,111.81999969482422,113.31999969482422,408500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,110.04000091552734,110.0500030517578,106.9800033569336,107.87999725341795,816200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,108.16000366210938,110.5199966430664,108.16000366210938,110.43000030517578,505900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,110.22000122070312,111.73999786376952,109.80999755859376,111.66000366210938,403200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,111.0999984741211,111.98999786376952,108.47000122070312,108.6500015258789,539500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,107.37999725341795,108.45999908447266,106.7300033569336,108.25,647200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,108.25,109.56999969482422,107.8499984741211,109.0199966430664,472400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,109.7699966430664,109.7699966430664,107.16999816894533,107.48999786376952,667900.0,,,,,,,,,,
