Date,Open,High,Low,Close,Volume,"('Adj Close', 'TALK')","('Close', 'TALK')","('High', 'TALK')","('Low', 'TALK')","('Open', 'TALK')","('Volume', 'TALK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.509999990463257,2.5199999809265137,2.3499999046325684,2.380000114440918,590100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.309999942779541,2.3399999141693115,2.259999990463257,2.2799999713897705,832300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.289999961853028,2.4049999713897705,2.25,2.3399999141693115,559000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.3299999237060547,2.430000066757202,2.305000066757202,2.3499999046325684,558800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.3499999046325684,2.490000009536743,2.3499999046325684,2.4600000381469727,699600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.450000047683716,2.5,2.4200000762939453,2.4800000190734863,505000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.490000009536743,2.630000114440918,2.4800000190734863,2.609999895095825,1120800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.650000095367432,2.650000095367432,2.400000095367432,2.4600000381469727,1903200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.539999961853028,2.5799999237060547,2.359999895095825,2.4800000190734863,861000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.5,2.5199999809265137,2.380000114440918,2.4100000858306885,741800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.380000114440918,2.4200000762939453,2.3499999046325684,2.4100000858306885,498300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.450000047683716,2.450000047683716,2.3399999141693115,2.450000047683716,526000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.470000028610229,2.470000028610229,2.369999885559082,2.380000114440918,594500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.380000114440918,2.4100000858306885,2.259999990463257,2.3499999046325684,852800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.3499999046325684,2.369999885559082,2.25,2.259999990463257,423000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.259999990463257,2.289999961853028,2.1700000762939453,2.1700000762939453,617800.0,,,,,,,,,,
