Date,Open,High,Low,Close,Volume,"('Adj Close', 'MVIS')","('Close', 'MVIS')","('High', 'MVIS')","('Low', 'MVIS')","('Open', 'MVIS')","('Volume', 'MVIS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.5999999046325684,2.690000057220459,2.569999933242798,2.5899999141693115,1532700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.549999952316284,2.5999999046325684,2.4800000190734863,2.5299999713897705,1786200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.5,2.630000114440918,2.4800000190734863,2.569999933242798,2110300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.549999952316284,2.7100000381469727,2.5199999809265137,2.6600000858306885,3047900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.630000114440918,2.75,2.5999999046325684,2.690000057220459,1709000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.690000057220459,2.799999952316284,2.630000114440918,2.6600000858306885,1808200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.640000104904175,2.680000066757202,2.549999952316284,2.5899999141693115,1588000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.5999999046325684,2.5999999046325684,2.400000095367432,2.450000047683716,1939800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.5,2.559999942779541,2.430000066757202,2.430000066757202,1060100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.400000095367432,2.400000095367432,2.2300000190734863,2.25,2395700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.240000009536743,2.259999990463257,2.1700000762939453,2.259999990463257,1024900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.259999990463257,2.3299999237060547,2.220000028610229,2.25,1353800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.2699999809265137,2.289999961853028,2.150000095367432,2.289999961853028,1791600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.2799999713897705,2.4200000762939453,2.25,2.359999895095825,1540400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.390000104904175,2.4100000858306885,2.2799999713897705,2.359999895095825,1064800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.400000095367432,2.430000066757202,2.309999942779541,2.3499999046325684,2032100.0,,,,,,,,,,
