Date,Open,High,Low,Close,Volume,"('Adj Close', 'HRI')","('Close', 'HRI')","('High', 'HRI')","('Low', 'HRI')","('Open', 'HRI')","('Volume', 'HRI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,147.52999877929688,150.50999450683594,146.58999633789062,147.85000610351562,133200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,144.97000122070312,145.64999389648438,141.2899932861328,143.5,155900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,144.0,145.69000244140625,140.85000610351562,140.92999267578125,166500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,138.7100067138672,141.97999572753906,137.3300018310547,138.52000427246094,155200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,137.89999389648438,142.05999755859375,137.05999755859375,141.92999267578125,102600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,138.97000122070312,140.33999633789062,137.02000427246094,139.44000244140625,109300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,139.00999450683594,140.4499969482422,137.3699951171875,140.3699951171875,108600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,140.02999877929688,140.7100067138672,138.16000366210938,140.24000549316406,133300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,142.9499969482422,143.19000244140625,139.5399932861328,140.42999267578125,105900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,137.61000061035156,140.8800048828125,137.61000061035156,140.52000427246094,120500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,137.6699981689453,141.1999969482422,137.6699981689453,139.5500030517578,201200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,141.13999938964844,142.19000244140625,139.32000732421875,142.02000427246094,146300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,142.35000610351562,143.42999267578125,139.00999450683594,143.25999450683594,176300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,144.88999938964844,147.17999267578125,144.41000366210938,146.1699981689453,136100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,148.75,149.63999938964844,144.85000610351562,145.05999755859375,92900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,147.64999389648438,147.64999389648438,141.85000610351562,142.6699981689453,102100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,147.10000610351562,156.58999633789062,146.44000244140625,152.14999389648438,315000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,152.25,154.0500030517578,150.24000549316406,151.33999633789062,132700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,151.7100067138672,154.1999969482422,151.7100067138672,153.64999389648438,149600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,151.6199951171875,154.39999389648438,151.6199951171875,152.27999877929688,102200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,151.77000427246094,152.33999633789062,147.22000122070312,147.49000549316406,153000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,149.9600067138672,152.82000732421875,147.75999450683594,152.61000061035156,127700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,149.52999877929688,155.17999267578125,149.35000610351562,153.89999389648438,109600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,150.58999633789062,150.6199951171875,146.74000549316406,149.41000366210938,104700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,148.75999450683594,150.10000610351562,146.5399932861328,148.07000732421875,197800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,149.89999389648438,151.14999389648438,146.6300048828125,149.25999450683594,244100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,150.00999450683594,152.5,150.0,150.41000366210938,134900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,150.5,152.57000732421875,148.52999877929688,151.63999938964844,148700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,152.0500030517578,156.35000610351562,152.0500030517578,154.67999267578125,276300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,142.19000244140625,144.9499969482422,135.0,141.19000244140625,432400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,143.19000244140625,144.36000061035156,139.8800048828125,143.52000427246094,323700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,144.9600067138672,151.00999450683594,143.9499969482422,150.63999938964844,263900.0,,,,,,,,,,
