Date,Open,High,Low,Close,Volume,"('Adj Close', 'DDOG')","('Close', 'DDOG')","('High', 'DDOG')","('Low', 'DDOG')","('Open', 'DDOG')","('Volume', 'DDOG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,119.2249984741211,119.2249984741211,114.27799987792967,115.08000183105467,4431200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,113.76000213623048,114.2300033569336,111.2699966430664,112.41999816894533,3666000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,111.6449966430664,113.86000061035156,110.69499969482422,113.0199966430664,3675300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,113.0199966430664,117.04000091552734,112.98799896240234,115.98999786376952,4539100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,116.61000061035156,119.83999633789062,116.61000061035156,119.25,3002400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,118.45999908447266,121.73999786376952,118.27999877929688,121.18000030517578,2560100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,121.75,121.9990005493164,118.43000030517578,120.19000244140624,4219600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,121.45500183105467,121.86000061035156,118.43000030517578,120.87999725341795,3001600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,121.0,123.08999633789062,120.01000213623048,123.0,3664200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,122.76000213623048,124.88999938964844,121.95999908447266,123.79000091552734,3105600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,122.80999755859376,126.06500244140624,120.27999877929688,126.02999877929688,6172400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,128.2100067138672,128.63999938964844,123.91999816894533,126.91999816894533,4072000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,128.0500030517578,130.5,126.62000274658205,130.30999755859375,3929200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,133.39999389648438,136.0749969482422,131.7899932861328,132.97999572753906,4908000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,133.0,133.14999389648438,128.55999755859375,129.00999450683594,5797500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,130.4949951171875,130.4949951171875,122.22000122070312,122.58000183105467,10499800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,123.61000061035156,123.68900299072266,119.33999633789062,122.19000244140624,9432000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,121.45999908447266,124.91999816894533,120.58999633789062,123.9499969482422,4501600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,124.77999877929688,128.94000244140625,124.58999633789062,128.8699951171875,3609600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,128.36000061035156,129.05999755859375,125.51000213623048,126.83000183105467,3371500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,123.29000091552734,127.31999969482422,122.5500030517578,124.44000244140624,3983600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,125.66999816894533,127.5500030517578,123.87000274658205,126.9000015258789,3222400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,132.01499938964844,135.22000122070312,130.25,134.30999755859375,7691900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,135.13999938964844,137.92999267578125,129.8000030517578,131.13999938964844,4089800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,132.0800018310547,132.77999877929688,126.8499984741211,129.17999267578125,3693800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,131.3000030517578,132.8699951171875,130.16000366210938,130.6199951171875,3696300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,128.0800018310547,133.24000549316406,127.87000274658205,131.4499969482422,4361300.0,,,,,,,,,,
