Date,Open,High,Low,Close,Volume,"('Adj Close', 'UEC')","('Close', 'UEC')","('High', 'UEC')","('Low', 'UEC')","('Open', 'UEC')","('Volume', 'UEC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.409999847412109,6.5,6.289999961853027,6.440000057220459,5651200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.340000152587891,6.46999979019165,6.170000076293945,6.329999923706055,5567700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.380000114440918,6.550000190734863,6.369999885559082,6.449999809265137,4258400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.46999979019165,6.579999923706055,6.349999904632568,6.409999847412109,5028600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.380000114440918,6.449999809265137,6.28000020980835,6.449999809265137,3500600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.360000133514404,6.869999885559082,6.309999942779541,6.760000228881836,8357600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.900000095367432,7.079999923706055,6.789999961853027,6.860000133514404,8202000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.849999904632568,6.929999828338623,6.619999885559082,6.929999828338623,5944600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.199999809265137,7.829999923706055,7.150000095367432,7.769999980926514,29227100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.010000228881836,8.289999961853027,7.949999809265137,8.0,24829000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.980000019073486,8.069999694824219,7.659999847412109,8.0,10492500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.119999885559082,8.170000076293945,7.809999942779541,7.920000076293945,7054000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.96999979019165,8.0,7.53000020980835,7.739999771118164,8157600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.71999979019165,7.829999923706055,7.559999942779541,7.630000114440918,5282200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.550000190734863,7.980000019073486,7.420000076293945,7.920000076293945,7886400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.0,8.09000015258789,7.71999979019165,7.739999771118164,5625600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.820000171661377,7.880000114440918,7.260000228881836,7.400000095367432,10214700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.389999866485596,7.46999979019165,7.21999979019165,7.429999828338623,7926500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.400000095367432,7.429999828338623,7.119999885559082,7.429999828338623,7925700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.380000114440918,7.630000114440918,7.309999942779541,7.619999885559082,6258200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.619999885559082,7.840000152587891,7.360000133514404,7.639999866485596,17125000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.900000095367432,8.34000015258789,7.860000133514404,8.199999809265137,15881700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.119999885559082,8.199999809265137,8.010000228881836,8.140000343322754,6897400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.119999885559082,8.119999885559082,7.809999942779541,7.980000019073486,7161300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,7.980000019073486,8.0,7.699999809265137,7.699999809265137,5656300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,7.809999942779541,7.980000019073486,7.710000038146973,7.880000114440918,6254900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,7.900000095367432,7.980000019073486,7.369999885559082,7.599999904632568,10186600.0,,,,,,,,,,
