Date,Open,High,Low,Close,Volume,"('Adj Close', 'OUST')","('Close', 'OUST')","('High', 'OUST')","('Low', 'OUST')","('Open', 'OUST')","('Volume', 'OUST')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.5,7.519999980926514,7.090000152587891,7.150000095367432,851600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.949999809265137,7.0,6.699999809265137,6.920000076293945,1025800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.920000076293945,7.144999980926514,6.769999980926514,6.869999885559082,857700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.820000171661377,7.0,6.659999847412109,6.989999771118164,813300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.960000038146973,7.349999904632568,6.940000057220459,7.099999904632568,615400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.980000019073486,7.739999771118164,6.739999771118164,7.389999866485596,1351600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.389999866485596,7.429999828338623,6.570000171661377,6.760000228881836,1165000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.619999885559082,6.820000171661377,6.235000133514404,6.650000095367432,1458400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.659999847412109,6.920000076293945,6.389999866485596,6.630000114440918,908800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.5,6.5,6.230000019073486,6.230000019073486,946000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.0,6.139999866485596,5.860000133514404,6.119999885559082,684600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.230000019073486,6.230000019073486,5.769999980926514,6.050000190734863,1075700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.099999904632568,6.190000057220459,5.869999885559082,6.130000114440918,714900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.21999979019165,6.679999828338623,6.199999809265137,6.340000152587891,567500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.46999979019165,6.590000152587891,5.960000038146973,6.010000228881836,711400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.179999828338623,6.179999828338623,5.644999980926514,5.730000019073486,773100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.75,5.760000228881836,5.550000190734863,5.690000057220459,537000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.71999979019165,5.88100004196167,5.5,5.550000190734863,571400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.550000190734863,6.0,5.409999847412109,5.940000057220459,940700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.900000095367432,5.90500020980835,5.34499979019165,5.389999866485596,706400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.400000095367432,5.510000228881836,5.199999809265137,5.21999979019165,504800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.269999980926514,5.360000133514404,4.940000057220459,4.980000019073486,1267600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.900000095367432,5.039999961853027,4.730000019073486,5.0,810900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.860000133514404,4.920000076293945,4.690000057220459,4.710000038146973,651000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.744999885559082,5.045000076293945,4.651999950408936,4.989999771118164,908400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.980000019073486,5.019999980926514,4.820000171661377,4.929999828338623,459000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.900000095367432,5.179999828338623,4.849999904632568,5.059999942779541,579100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.150000095367432,5.400000095367432,5.099999904632568,5.400000095367432,503300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.400000095367432,5.909999847412109,5.369999885559082,5.789999961853027,762200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.5,5.567999839782715,5.239999771118164,5.289999961853027,651300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.480000019073486,5.829999923706055,5.448999881744385,5.730000019073486,668200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.820000171661377,6.079999923706055,5.769999980926514,5.909999847412109,648600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.820000171661377,5.889999866485596,5.630000114440918,5.800000190734863,457700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.704999923706055,5.800000190734863,5.505000114440918,5.599999904632568,453200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.5,5.53000020980835,5.340000152587891,5.440000057220459,505700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,5.460000038146973,5.534999847412109,5.389999866485596,5.449999809265137,518900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,5.409999847412109,5.449999809265137,5.135000228881836,5.369999885559082,564700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,5.449999809265137,5.679999828338623,5.360000133514404,5.53000020980835,715500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,5.630000114440918,5.730000019073486,5.485000133514404,5.570000171661377,513000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,5.400000095367432,5.579999923706055,5.309999942779541,5.329999923706055,482200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,5.429999828338623,5.71999979019165,5.320000171661377,5.429999828338623,573900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,5.400000095367432,5.609000205993652,5.239999771118164,5.559999942779541,618200.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,5.610000133514404,5.610000133514404,5.260000228881836,5.389999866485596,507600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,5.300000190734863,5.300000190734863,5.050000190734863,5.150000095367432,532400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,5.260000228881836,5.51200008392334,5.15500020980835,5.360000133514404,429100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,5.449999809265137,5.46999979019165,5.28000020980835,5.340000152587891,329800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,5.46999979019165,5.769999980926514,5.449999809265137,5.53000020980835,580100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,5.5,5.710000038146973,5.409999847412109,5.480000019073486,358900.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,5.460000038146973,5.460000038146973,4.96999979019165,5.059999942779541,1467300.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,5.03000020980835,5.210000038146973,4.974999904632568,5.090000152587891,558800.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,5.050000190734863,5.150000095367432,4.650000095367432,4.730000019073486,1090000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,4.71999979019165,4.980000019073486,4.659999847412109,4.820000171661377,776900.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,4.840000152587891,5.059999942779541,4.683000087738037,4.880000114440918,503200.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,4.789999961853027,5.010000228881836,4.75,4.949999809265137,386700.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,4.889999866485596,5.085000038146973,4.789999961853027,5.019999980926514,511900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,5.099999904632568,5.199999809265137,5.050000190734863,5.139999866485596,433200.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,5.139999866485596,5.139999866485596,4.909999847412109,4.940000057220459,355300.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,4.960000038146973,5.159999847412109,4.920000076293945,4.989999771118164,572600.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,5.059999942779541,5.130000114440918,4.925000190734863,4.980000019073486,1062200.0,,,,,,,,,,
