Date,Open,High,Low,Close,Volume,"('Adj Close', 'NBR')","('Close', 'NBR')","('High', 'NBR')","('Low', 'NBR')","('Open', 'NBR')","('Volume', 'NBR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,82.45999908447266,84.0,80.51000213623047,80.86000061035156,172200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,80.27999877929688,84.86000061035156,79.63999938964844,81.72000122070312,485600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,82.23999786376953,84.91999816894531,78.5999984741211,78.76000213623047,496100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,79.13999938964844,81.68000030517578,78.38999938964844,81.44000244140625,275500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,77.70999908447266,79.41000366210938,76.41000366210938,78.94999694824219,334000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,78.54000091552734,78.54000091552734,75.69999694824219,76.55000305175781,262800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,76.01000213623047,76.23999786376953,75.12000274658203,75.93000030517578,114700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,76.56999969482422,76.56999969482422,74.54000091552734,75.02999877929688,256000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,77.29000091552734,78.0,74.76000213623047,76.54000091552734,200800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,75.12000274658203,75.5,73.87999725341797,74.30000305175781,316600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,72.38999938964844,75.11000061035156,71.41999816894531,73.62999725341797,237800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,73.51000213623047,74.61000061035156,72.83999633789062,74.41999816894531,173900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,75.0,77.27999877929688,74.94999694824219,76.20999908447266,234100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,75.5199966430664,78.80999755859375,75.5199966430664,78.48999786376953,160300.0,,,,,,,,,,
