Date,Open,High,Low,Close,Volume,"('Adj Close', 'FUL')","('Close', 'FUL')","('High', 'FUL')","('Low', 'FUL')","('Open', 'FUL')","('Volume', 'FUL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,80.41999816894531,80.94999694824219,79.63999938964844,80.08999633789062,448600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,79.22000122070312,79.33999633789062,77.75,78.26000213623047,510000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,78.55000305175781,78.55000305175781,77.18000030517578,77.87000274658203,438000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,77.31999969482422,78.80999755859375,77.31999969482422,77.81999969482422,292900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,77.61000061035156,78.63999938964844,77.47000122070312,78.5999984741211,182900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,77.54000091552734,78.16000366210938,77.26000213623047,77.91999816894531,230600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,77.58999633789062,78.31999969482422,77.37999725341797,78.2300033569336,212800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,78.0,78.55999755859375,77.18000030517578,78.55000305175781,182600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,79.63999938964844,79.63999938964844,77.91000366210938,78.37999725341797,182500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,77.75,78.5999984741211,77.18000030517578,78.43000030517578,369900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,77.22000122070312,78.0999984741211,76.66000366210938,76.7300033569336,570000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,79.0,79.41000366210938,74.66000366210938,78.05999755859375,739300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,78.25,78.29000091552734,75.8499984741211,76.75,537400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,77.41999816894531,78.1500015258789,76.98999786376953,77.73999786376953,412700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,78.69999694824219,78.83000183105469,77.5,77.77999877929688,308000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,78.0199966430664,78.3499984741211,76.66999816894531,76.94000244140625,320100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,77.94999694824219,78.08999633789062,77.1500015258789,77.9800033569336,275300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,78.69000244140625,78.83000183105469,77.63999938964844,77.72000122070312,201300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,77.48999786376953,78.13999938964844,77.25,78.0199966430664,283500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,77.73999786376953,78.37999725341797,77.4000015258789,77.69000244140625,359100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,77.81999969482422,77.81999969482422,75.69999694824219,75.7699966430664,341400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,76.0999984741211,76.43000030517578,75.06999969482422,76.33000183105469,285300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,75.41000366210938,76.13999938964844,74.9800033569336,75.91999816894531,200800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,74.75,75.44000244140625,73.9000015258789,75.0199966430664,213600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,75.0,76.47000122070312,74.86000061035156,76.33000183105469,299500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,76.68000030517578,76.87999725341797,76.0999984741211,76.18000030517578,265700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,76.19999694824219,76.48999786376953,75.30999755859375,76.22000122070312,343600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,76.22000122070312,77.72000122070312,75.97000122070312,77.30999755859375,326200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,77.95999908447266,79.1500015258789,77.5999984741211,78.47000122070312,269900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,76.43000030517578,77.19999694824219,75.54000091552734,76.18000030517578,272200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,76.95999908447266,77.22000122070312,76.08999633789062,76.52999877929688,211000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,76.95999908447266,78.44999694824219,76.95999908447266,78.37999725341797,208600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,78.05999755859375,78.5,77.20999908447266,77.30000305175781,259400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,76.36000061035156,78.01000213623047,76.36000061035156,77.80999755859375,226800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,77.91000366210938,78.1500015258789,77.31999969482422,77.98999786376953,425900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,78.16999816894531,78.88999938964844,77.87999725341797,78.41000366210938,163200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,78.58000183105469,79.05000305175781,78.38999938964844,78.79000091552734,155200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,78.51000213623047,78.62999725341797,77.83999633789062,78.54000091552734,179800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,79.0199966430664,79.13999938964844,78.01000213623047,78.13999938964844,120200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,77.6500015258789,78.91000366210938,77.6500015258789,78.4800033569336,183200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,79.20999908447266,79.75,78.61000061035156,79.52999877929688,222500.0,,,,,,,,,,
