Date,Open,High,Low,Close,Volume,"('Adj Close', 'FG')","('Close', 'FG')","('High', 'FG')","('Low', 'FG')","('Open', 'FG')","('Volume', 'FG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,45.630001068115234,46.5099983215332,45.25,45.29999923706055,141300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,44.88999938964844,45.540000915527344,43.650001525878906,43.79999923706055,140200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,43.68000030517578,44.31700134277344,42.81999969482422,43.119998931884766,118300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,43.119998931884766,43.84000015258789,42.66999816894531,42.869998931884766,134400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,42.75,43.5099983215332,42.65999984741211,43.5099983215332,96200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,42.90999984741211,42.90999984741211,41.93000030517578,41.959999084472656,111800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,42.18000030517578,42.459999084472656,40.90999984741211,41.54999923706055,141600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,41.40999984741211,41.9900016784668,40.869998931884766,41.77999877929688,89300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,42.13999938964844,42.38999938964844,41.209999084472656,42.18000030517578,73700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,41.84999847412109,42.41999816894531,41.52299880981445,42.09000015258789,89400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,42.0099983215332,42.8390007019043,42.0099983215332,42.459999084472656,70300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,42.709999084472656,42.83000183105469,41.93999862670898,42.77000045776367,59200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,43.16999816894531,43.7400016784668,42.43299865722656,43.65999984741211,69200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,44.18999862670898,46.18999862670898,44.18999862670898,46.119998931884766,94100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,46.27000045776367,46.290000915527344,44.86000061035156,45.150001525878906,65000.0,,,,,,,,,,
