Date,Open,High,Low,Close,Volume,"('Adj Close', 'SABR')","('Close', 'SABR')","('High', 'SABR')","('Low', 'SABR')","('Open', 'SABR')","('Volume', 'SABR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.2820000648498535,4.309999942779541,4.119999885559082,4.269999980926514,4380600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.190000057220459,4.340000152587891,4.070000171661377,4.21999979019165,4470400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.230000019073486,4.300000190734863,4.130000114440918,4.269999980926514,2556900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.199999809265137,4.480000019073486,4.139999866485596,4.349999904632568,3085700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.429999828338623,4.625,4.364999771118164,4.619999885559082,6318500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.570000171661377,4.570000171661377,4.369999885559082,4.369999885559082,3751500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.349999904632568,4.429999828338623,4.27899980545044,4.369999885559082,2912100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.329999923706055,4.369999885559082,4.150000095367432,4.320000171661377,2842400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.409999847412109,4.460000038146973,4.179999828338623,4.230000019073486,2962500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.139999866485596,4.269999980926514,4.059999942779541,4.239999771118164,2833400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.130000114440918,4.175000190734863,4.019999980926514,4.139999866485596,2993400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.239999771118164,4.269999980926514,4.074999809265137,4.199999809265137,2380800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.230000019073486,4.360000133514404,4.184999942779541,4.340000152587891,3223100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.369999885559082,4.480000019073486,4.28000020980835,4.360000133514404,3340800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.449999809265137,4.489999771118164,4.349999904632568,4.409999847412109,2739700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.449999809265137,4.519999980926514,4.315000057220459,4.340000152587891,2931500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.400000095367432,4.505000114440918,4.389999866485596,4.480000019073486,3242700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.53000020980835,4.599999904632568,4.489999771118164,4.5,1831600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.440000057220459,4.539999961853027,4.385000228881836,4.539999961853027,2831500.0,,,,,,,,,,
