Date,Open,High,Low,Close,Volume,"('Adj Close', 'SMRT')","('Close', 'SMRT')","('High', 'SMRT')","('Low', 'SMRT')","('Open', 'SMRT')","('Volume', 'SMRT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.180000066757202,3.180000066757202,3.049999952316284,3.069999933242798,646800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.049999952316284,3.049999952316284,2.9549999237060547,2.9600000381469727,1045400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.990000009536743,2.990000009536743,2.900000095367432,2.950000047683716,797900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.9100000858306885,2.950000047683716,2.8399999141693115,2.880000114440918,1058500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.869999885559082,2.970000028610229,2.8399999141693115,2.950000047683716,484600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.900000095367432,2.944999933242798,2.869999885559082,2.880000114440918,442100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.869999885559082,2.869999885559082,2.799999952316284,2.8399999141693115,652200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.8499999046325684,2.865000009536743,2.759999990463257,2.819999933242798,768400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.8299999237060547,2.869999885559082,2.75,2.7799999713897705,1059300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.75,2.828000068664551,2.690000057220459,2.700000047683716,1245900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.6700000762939453,2.9100000858306885,2.6600000858306885,2.859999895095825,1935000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.859999895095825,3.009999990463257,2.799999952316284,3.0,1428500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.1600000858306885,3.4100000858306885,3.0350000858306885,3.289999961853028,2961900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.3399999141693115,3.440000057220459,3.25,3.390000104904175,1735600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.400000095367432,3.470000028610229,3.319999933242798,3.359999895095825,974000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.400000095367432,3.400000095367432,3.049999952316284,3.059999942779541,1091800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.130000114440918,3.140000104904175,3.0199999809265137,3.0299999713897705,680000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.0799999237060547,3.0899999141693115,2.9749999046325684,3.0,751500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.990000009536743,3.1600000858306885,2.940999984741211,3.150000095367432,1214600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.150000095367432,3.1700000762939453,3.0,3.0199999809265137,504100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.0199999809265137,3.0999999046325684,2.940000057220459,2.950000047683716,1023900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.990000009536743,3.075000047683716,2.9549999237060547,3.009999990463257,834200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.970000028610229,3.039999961853028,2.869999885559082,3.009999990463257,816900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.9600000381469727,3.039999961853028,2.940000057220459,2.9600000381469727,695900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.950000047683716,3.059999942779541,2.944999933242798,3.0299999713897705,612700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.0299999713897705,3.0299999713897705,2.950000047683716,2.990000009536743,735200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.0,3.0899999141693115,2.9749999046325684,3.0199999809265137,959900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.0299999713897705,3.115000009536743,2.970000028610229,3.0199999809265137,1279400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.0299999713897705,3.109999895095825,3.0,3.0299999713897705,2093500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.9100000858306885,2.940000057220459,2.7699999809265137,2.8399999141693115,1635700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.890000104904175,2.9200000762939453,2.809999942779541,2.890000104904175,1307500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.930000066757202,3.009999990463257,2.9200000762939453,3.0,764500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.970000028610229,2.9800000190734863,2.8499999046325684,2.859999895095825,681600.0,,,,,,,,,,
