Date,Open,High,Low,Close,Volume,"('Adj Close', 'LTH')","('Close', 'LTH')","('High', 'LTH')","('Low', 'LTH')","('Open', 'LTH')","('Volume', 'LTH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.899999618530272,15.06999969482422,14.53499984741211,14.609999656677246,758500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.3100004196167,14.449999809265137,13.970000267028809,14.010000228881836,615600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,14.100000381469728,14.109999656677246,13.739999771118164,13.850000381469728,449000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.760000228881836,14.369999885559082,13.65999984741211,14.260000228881836,517300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,14.260000228881836,15.029999732971191,14.260000228881836,14.779999732971191,545200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,14.520000457763672,14.880000114440918,14.350000381469728,14.369999885559082,579200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,14.380000114440918,14.80500030517578,14.119999885559082,14.760000228881836,415100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,14.68000030517578,14.789999961853027,14.31999969482422,14.529999732971191,334800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,14.699999809265137,14.93000030517578,14.270000457763672,14.420000076293944,410600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.270000457763672,14.4399995803833,14.15999984741211,14.31999969482422,467200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.869999885559082,13.916000366210938,13.369999885559082,13.460000038146973,842000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.56999969482422,14.010000228881836,13.539999961853027,14.0,711600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,14.109999656677246,14.170000076293944,13.824999809265137,14.149999618530272,523400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,14.329999923706056,14.619999885559082,14.229999542236328,14.420000076293944,486000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,14.630000114440918,14.90999984741211,14.295000076293944,14.350000381469728,656000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,14.539999961853027,14.539999961853027,13.614999771118164,13.779999732971191,504900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,13.970000267028809,14.100000381469728,13.84000015258789,14.039999961853027,486300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,14.109999656677246,14.399999618530272,13.93000030517578,13.970000267028809,483700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,13.970000267028809,14.06999969482422,13.675000190734863,13.970000267028809,547200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,13.829999923706056,13.979999542236328,13.699999809265137,13.789999961853027,364600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,13.729999542236328,13.979999542236328,13.295000076293944,13.300000190734863,722300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,13.399999618530272,13.8100004196167,13.350000381469728,13.720000267028809,812600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,13.510000228881836,13.600000381469728,12.789999961853027,13.25,687000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,13.020000457763672,13.119999885559082,12.854999542236328,12.949999809265137,431200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,12.960000038146973,13.329999923706056,12.859999656677246,13.140000343322754,556000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,13.25,13.470000267028809,13.0,13.279999732971191,675100.0,,,,,,,,,,
