Date,Open,High,Low,Close,Volume,"('Adj Close', 'CPIX')","('Close', 'CPIX')","('High', 'CPIX')","('Low', 'CPIX')","('Open', 'CPIX')","('Volume', 'CPIX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.7799999713897705,1.8899999856948853,1.7799999713897705,1.850000023841858,4700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.850000023841858,2.039999961853028,1.840000033378601,2.039999961853028,22900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.9800000190734863,2.0899999141693115,1.9299999475479128,2.069999933242798,13200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.0799999237060547,2.2699999809265137,2.0799999237060547,2.240000009536743,39100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.200000047683716,2.319999933242798,2.200000047683716,2.220000028610229,20400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.130000114440918,2.359999895095825,2.009999990463257,2.119999885559082,30100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.150000095367432,2.150000095367432,1.870000004768372,1.870000004768372,40700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.9900000095367432,2.0299999713897705,1.8600000143051147,2.0299999713897705,7200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.9600000381469729,2.059999942779541,1.9600000381469729,2.059999942779541,4100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.9600000381469729,2.109999895095825,1.870000004768372,1.950000047683716,27200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.950000047683716,2.009999990463257,1.950000047683716,1.9700000286102293,4700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.940000057220459,1.9600000381469729,1.8799999952316284,1.9299999475479128,1400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.940000057220459,2.0299999713897705,1.940000057220459,2.0199999809265137,9600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.0299999713897705,2.0299999713897705,1.899999976158142,1.940000057220459,6500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.9900000095367432,1.9900000095367432,1.850000023841858,1.8600000143051147,4600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.850000023841858,2.009999990463257,1.840000033378601,1.9800000190734863,8000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.850000023841858,1.909999966621399,1.7699999809265137,1.899999976158142,21200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.919999957084656,2.2100000381469727,1.919999957084656,2.119999885559082,21300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.0799999237060547,2.180000066757202,2.0299999713897705,2.049999952316284,3300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.140000104904175,2.140000104904175,2.0199999809265137,2.109999895095825,12500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.049999952316284,2.1700000762939453,2.039999961853028,2.0799999237060547,8200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.0899999141693115,2.0899999141693115,2.009999990463257,2.009999990463257,6400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.0199999809265137,2.0799999237060547,1.9900000095367432,2.0299999713897705,11800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.0799999237060547,2.220000028610229,1.8200000524520876,1.9700000286102293,6600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.9700000286102293,1.9700000286102293,1.9700000286102293,1.9700000286102293,800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.9700000286102293,1.9700000286102293,1.9700000286102293,1.9700000286102293,500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.0,2.1700000762939453,2.0,2.039999961853028,1800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.039999961853028,2.140000104904175,2.039999961853028,2.119999885559082,5200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.039999961853028,2.130000114440918,2.039999961853028,2.049999952316284,11000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.180000066757202,2.180000066757202,2.009999990463257,2.009999990463257,7500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.049999952316284,2.0999999046325684,2.009999990463257,2.0999999046325684,6400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.1700000762939453,2.1700000762939453,2.0299999713897705,2.059999942779541,3500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,7800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.059999942779541,2.0999999046325684,2.059999942779541,2.0999999046325684,3600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.0999999046325684,2.140000104904175,2.0999999046325684,2.130000114440918,5300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.059999942779541,2.2100000381469727,2.059999942779541,2.2100000381469727,46700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.0899999141693115,2.2100000381469727,1.899999976158142,2.140000104904175,32400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.1700000762939453,2.2300000190734863,2.1700000762939453,2.2100000381469727,4400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,2.200000047683716,2.2100000381469727,2.130000114440918,2.130000114440918,21000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,2.180000066757202,2.200000047683716,2.130000114440918,2.200000047683716,2200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,2.2300000190734863,2.2300000190734863,2.130000114440918,2.130000114440918,2700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.150000095367432,2.2100000381469727,2.119999885559082,2.119999885559082,7300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,2.140000104904175,2.1700000762939453,2.0199999809265137,2.0299999713897705,12800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,2.009999990463257,2.059999942779541,1.9700000286102293,2.0,20800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,1.9900000095367432,2.049999952316284,1.8200000524520876,1.940000057220459,29800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,2.059999942779541,2.0999999046325684,2.0,2.0999999046325684,10300.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,2.059999942779541,2.069999933242798,2.009999990463257,2.0299999713897705,3600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,2.009999990463257,2.049999952316284,2.0,2.0299999713897705,5400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,2.0,2.0,1.8200000524520876,1.8200000524520876,10200.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,1.830000042915344,1.8899999856948853,1.809999942779541,1.809999942779541,1100.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,1.8200000524520876,1.8899999856948853,1.7999999523162842,1.7999999523162842,8900.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,1.8200000524520876,1.909999966621399,1.7999999523162842,1.7999999523162842,27900.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,1.850000023841858,1.940000057220459,1.850000023841858,1.870000004768372,7600.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,1.899999976158142,2.0999999046325684,1.8200000524520876,1.830000042915344,21300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,1.850000023841858,1.8899999856948853,1.850000023841858,1.8799999952316284,3700.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,1.8200000524520876,1.8799999952316284,1.7699999809265137,1.809999942779541,16600.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,1.7899999618530271,1.8200000524520876,1.7699999809265137,1.809999942779541,21700.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,1.75,1.7999999523162842,1.7100000381469729,1.7100000381469729,12800.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,1.7000000476837158,1.830000042915344,1.7000000476837158,1.7100000381469729,11800.0,,,,,,,,,,
