Date,Open,High,Low,Close,Volume,"('Adj Close', 'LEA')","('Close', 'LEA')","('High', 'LEA')","('Low', 'LEA')","('Open', 'LEA')","('Volume', 'LEA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,140.97000122070312,143.94000244140625,140.24000549316406,141.7899932861328,443300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,139.3300018310547,139.3300018310547,133.2899932861328,133.57000732421875,604500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,132.16000366210938,135.0800018310547,130.66000366210938,134.14999389648438,494400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,134.13999938964844,137.35000610351562,134.02999877929688,135.89999389648438,665200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,135.25999450683594,137.75999450683594,135.25999450683594,137.25999450683594,277700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,136.08999633789062,137.6999969482422,134.50999450683594,135.14999389648438,300000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,135.22000122070312,135.25999450683594,133.0800018310547,134.75999450683594,254700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,134.36000061035156,134.99000549316406,133.24000549316406,134.17999267578125,291500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,135.19000244140625,135.19000244140625,130.8800048828125,131.35000610351562,396800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,130.0,133.64999389648438,130.0,133.60000610351562,429200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,131.57000732421875,131.9499969482422,130.4499969482422,131.47000122070312,457000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,132.6199951171875,132.88999938964844,129.4199981689453,130.82000732421875,386600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,130.5,131.32000732421875,129.72999572753906,130.2100067138672,697400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,130.86000061035156,133.38999938964844,128.94000244140625,130.75999450683594,1555500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,132.74000549316406,132.97999572753906,130.1300048828125,130.91000366210938,761800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,131.3300018310547,132.1199951171875,129.52000427246094,130.38999938964844,384600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,131.13999938964844,132.9499969482422,130.1199951171875,132.3300018310547,598500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,133.91000366210938,135.5,133.27000427246094,133.6699981689453,525200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,132.82000732421875,135.02000427246094,132.55999755859375,135.0,472800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,135.39999389648438,136.22999572753906,134.6300048828125,134.66000366210938,420800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,134.7100067138672,136.32000732421875,132.42999267578125,132.89999389648438,516000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,134.1199951171875,136.6999969482422,133.47000122070312,136.42999267578125,577300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,135.3000030517578,135.72999572753906,133.3800048828125,135.6300048828125,531600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,134.25999450683594,135.33999633789062,133.22999572753906,134.36000061035156,655100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,128.0,136.6199951171875,128.0,135.19000244140625,1338600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,136.6300048828125,136.6300048828125,131.47000122070312,132.35000610351562,670200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,132.10000610351562,133.61000061035156,130.0,133.30999755859375,509500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,132.86000061035156,135.49000549316406,132.33999633789062,134.75,620900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,134.60000610351562,138.0399932861328,134.25999450683594,137.4600067138672,541300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,133.89999389648438,135.19000244140625,131.69000244140625,132.97999572753906,463800.0,,,,,,,,,,
