Date,Open,High,Low,Close,Volume,"('Adj Close', 'CCO')","('Close', 'CCO')","('High', 'CCO')","('Low', 'CCO')","('Open', 'CCO')","('Volume', 'CCO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.830000042915344,1.8799999952316284,1.75,1.7699999809265137,2380800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.75,1.75,1.6100000143051147,1.6399999856948853,3419000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.6299999952316284,1.7000000476837158,1.6299999952316284,1.649999976158142,1229100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.659999966621399,1.7599999904632568,1.649999976158142,1.7000000476837158,2683200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.7400000095367432,1.7400000095367432,1.649999976158142,1.6699999570846558,1032500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.659999966621399,1.809999942779541,1.6100000143051147,1.75,4216200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.7100000381469729,1.7699999809265137,1.7000000476837158,1.75,1778700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.7100000381469729,1.7400000095367432,1.6699999570846558,1.690000057220459,1362900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.7200000286102295,1.7599999904632568,1.649999976158142,1.6699999570846558,1518700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.6399999856948853,1.649999976158142,1.5700000524520874,1.600000023841858,1470700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.5700000524520874,1.5800000429153442,1.5,1.5299999713897705,1214700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.5099999904632568,1.5399999618530271,1.4500000476837158,1.5,1238300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.5299999713897705,1.690000057220459,1.5099999904632568,1.659999966621399,7212600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.6799999475479126,1.7899999618530271,1.6799999475479126,1.75,1667500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.7300000190734863,1.809999942779541,1.7300000190734863,1.7699999809265137,1325700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.7899999618530271,1.8600000143051147,1.75,1.7599999904632568,1486200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.7799999713897705,1.830000042915344,1.7699999809265137,1.809999942779541,1251700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.850000023841858,1.919999957084656,1.7999999523162842,1.909999966621399,3895800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.940000057220459,1.940000057220459,1.7699999809265137,1.8200000524520876,2306800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.7899999618530271,1.8200000524520876,1.7899999618530271,1.7999999523162842,967700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.7799999713897705,1.840000033378601,1.7200000286102295,1.7200000286102295,1568900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.75,1.7799999713897705,1.7100000381469729,1.75,1656200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.7400000095367432,1.75,1.659999966621399,1.690000057220459,964400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.6299999952316284,1.659999966621399,1.5700000524520874,1.649999976158142,1697900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.6399999856948853,1.690000057220459,1.6200000047683716,1.649999976158142,1687500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.6799999475479126,1.690000057220459,1.590000033378601,1.6399999856948853,3038300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.649999976158142,1.6799999475479126,1.6100000143051147,1.659999966621399,677100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.649999976158142,1.7000000476837158,1.600000023841858,1.6799999475479126,1519300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.690000057220459,1.830000042915344,1.6799999475479126,1.809999942779541,1783000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.7400000095367432,1.7699999809265137,1.690000057220459,1.7300000190734863,2053000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.7699999809265137,1.809999942779541,1.75,1.7899999618530271,1055300.0,,,,,,,,,,
