Date,Open,High,Low,Close,Volume,"('Adj Close', 'NDSN')","('Close', 'NDSN')","('High', 'NDSN')","('Low', 'NDSN')","('Open', 'NDSN')","('Volume', 'NDSN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,262.0599975585937,263.5599975585937,257.9200134277344,258.6499938964844,259000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,256.1199951171875,256.82000732421875,251.58999633789065,251.58999633789065,244200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,251.32000732421875,254.1000061035156,250.5,251.1499938964844,252900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,250.8800048828125,252.25,249.63999938964844,249.72999572753903,177100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,249.8699951171875,252.8999938964844,249.07000732421875,252.8300018310547,178700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,250.1300048828125,251.0200042724609,249.25,250.32000732421875,143100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,250.1000061035156,250.72000122070312,247.5399932861328,250.6199951171875,155300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,250.1999969482422,250.8999938964844,247.72000122070312,250.6100006103516,132800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,253.38999938964844,253.38999938964844,250.2700042724609,251.6199951171875,104500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,250.0,251.0399932861328,248.8300018310547,250.5399932861328,199200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,247.8300018310547,251.0500030517578,247.8300018310547,249.4600067138672,202000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,250.22000122070312,253.16000366210935,249.9600067138672,251.5399932861328,264300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,252.5500030517578,254.19000244140625,249.83999633789065,253.4199981689453,249000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,254.07000732421875,255.0,251.9499969482422,253.91000366210935,168200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,255.72999572753903,255.72999572753903,252.00999450683597,254.3300018310547,175700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,255.5399932861328,256.0,250.91000366210935,251.0500030517578,144600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,253.91000366210935,254.75,252.8800048828125,254.0500030517578,188100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,254.42999267578125,254.83999633789065,251.27999877929688,252.1999969482422,148500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,251.6100006103516,255.08999633789065,251.17999267578125,255.00999450683597,126500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,253.33999633789065,257.3299865722656,253.33999633789065,257.2300109863281,234100.0,,,,,,,,,,
