Date,Open,High,Low,Close,Volume,"('Adj Close', 'THO')","('Close', 'THO')","('High', 'THO')","('Low', 'THO')","('Open', 'THO')","('Volume', 'THO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,116.8499984741211,118.3000030517578,116.33999633789062,117.5199966430664,354200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,115.26000213623048,115.26000213623048,109.08000183105467,109.7300033569336,572200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,109.48999786376952,110.8499984741211,108.80999755859376,109.70999908447266,556400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,109.0999984741211,113.0500030517578,109.0999984741211,110.29000091552734,406200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,110.58999633789062,114.5999984741211,110.58999633789062,113.6999969482422,434700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,111.81999969482422,114.5,111.69000244140624,113.43000030517578,371800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,113.12999725341795,115.12000274658205,111.87000274658205,114.9000015258789,326900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,114.27999877929688,115.2699966430664,112.72000122070312,114.8499984741211,383300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,115.16999816894533,115.88999938964844,111.97000122070312,113.0,360800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,111.97000122070312,114.0,110.9800033569336,113.86000061035156,266500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,112.29000091552734,113.4800033569336,111.5199966430664,112.61000061035156,338900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,113.47000122070312,114.0500030517578,111.86000061035156,113.20999908447266,378300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,112.94000244140624,113.94000244140624,110.9499969482422,113.83999633789062,347100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,114.16000366210938,116.38999938964844,114.13999938964844,115.94000244140624,289100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,117.47000122070312,119.0500030517578,114.8000030517578,114.83999633789062,359200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,116.0500030517578,116.0500030517578,112.01000213623048,113.08000183105467,267000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,113.83999633789062,114.11000061035156,112.05999755859376,114.05999755859376,256000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,114.72000122070312,115.72000122070312,112.87000274658205,113.5999984741211,294600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,113.87000274658205,116.13999938964844,113.68000030517578,115.72000122070312,260900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,114.6500015258789,115.22000122070312,113.36000061035156,113.69000244140624,280700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,113.4000015258789,116.12999725341795,112.73999786376952,113.0199966430664,263400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,114.13999938964844,116.5199966430664,113.12000274658205,116.33000183105467,372100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,115.25,117.19000244140624,114.1500015258789,115.88999938964844,363800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,113.98999786376952,115.37999725341795,113.16000366210938,114.27999877929688,272000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,114.0199966430664,115.76000213623048,114.0199966430664,114.91999816894533,237500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,115.1500015258789,115.83000183105467,114.0,115.01000213623048,218300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,115.4000015258789,117.05999755859376,114.41999816894533,116.5,273800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,116.5999984741211,118.76000213623048,116.45999908447266,118.41999816894533,234400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,118.70999908447266,120.9800033569336,118.11000061035156,119.62999725341795,268900.0,,,,,,,,,,
