Date,Open,High,Low,Close,Volume,"('Adj Close', 'BKNG')","('Close', 'BKNG')","('High', 'BKNG')","('Low', 'BKNG')","('Open', 'BKNG')","('Volume', 'BKNG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3520.0,3531.989990234375,3464.719970703125,3480.56005859375,333400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3462.52001953125,3480.679931640625,3405.030029296875,3409.27001953125,327400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3400.0,3448.669921875,3384.10009765625,3419.93994140625,176600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3419.760009765625,3449.5,3394.260009765625,3408.139892578125,321800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3411.6298828125,3465.0,3406.820068359375,3462.840087890625,264700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3441.0,3490.5,3441.0,3489.22998046875,224300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3493.72998046875,3537.75,3493.72998046875,3521.14990234375,148500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3502.550048828125,3552.949951171875,3485.9599609375,3552.280029296875,167500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3572.18994140625,3576.72998046875,3498.919921875,3502.39990234375,167200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3497.800048828125,3510.0,3466.64990234375,3503.699951171875,173200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3496.739990234375,3510.840087890625,3461.550048828125,3489.89990234375,182400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3498.0,3540.5400390625,3481.550048828125,3528.81005859375,223000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3561.889892578125,3622.590087890625,3551.510009765625,3616.510009765625,235100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3653.070068359375,3669.659912109375,3480.610107421875,3506.02001953125,456400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3523.25,3531.0,3486.050048828125,3490.6201171875,238200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3500.0,3522.550048828125,3476.5,3496.75,260900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3519.989990234375,3540.27001953125,3491.4599609375,3503.25,278100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3495.93994140625,3536.699951171875,3480.0,3519.60009765625,209600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3522.5,3564.139892578125,3496.780029296875,3553.8798828125,219500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3526.0,3575.47998046875,3524.699951171875,3555.14990234375,185500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3530.0,3553.7099609375,3501.080078125,3507.469970703125,186400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3592.25,3599.56005859375,3511.699951171875,3558.449951171875,196500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3538.949951171875,3583.429931640625,3511.5,3561.389892578125,197600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3541.0,3628.68994140625,3535.409912109375,3625.0,230800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3635.0,3660.199951171875,3605.429931640625,3644.93994140625,277000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3650.10009765625,3745.4599609375,3646.320068359375,3708.919921875,284800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3750.0,3844.760009765625,3725.949951171875,3840.219970703125,376500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3700.0,3761.8798828125,3663.010009765625,3758.179931640625,398900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3757.110107421875,3827.0,3749.659912109375,3790.22998046875,247300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3745.0,3787.7900390625,3702.1201171875,3747.610107421875,264100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3741.2099609375,3770.2099609375,3695.0,3738.31005859375,253700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3752.639892578125,3762.72998046875,3711.830078125,3750.659912109375,297500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3754.199951171875,3756.179931640625,3708.969970703125,3716.840087890625,209600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3709.0,3730.169921875,3688.56005859375,3700.860107421875,254900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3716.56005859375,3752.780029296875,3709.570068359375,3741.1298828125,229500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3804.080078125,3918.0,3774.8701171875,3901.989990234375,474000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,3698.300048828125,3698.300048828125,3491.330078125,3505.9599609375,958500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,3559.360107421875,3586.199951171875,3497.590087890625,3499.75,433200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3516.31005859375,3533.719970703125,3463.3701171875,3478.1201171875,392900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3478.1201171875,3507.360107421875,3460.0,3495.6298828125,339600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3505.68994140625,3515.0,3451.489990234375,3468.830078125,480900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,3482.550048828125,3511.719970703125,3454.159912109375,3499.72998046875,348400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,3461.7900390625,3502.22998046875,3452.5,3461.39990234375,270800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,3452.0,3473.31005859375,3415.68994140625,3430.25,287500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,3433.0,3447.4599609375,3398.969970703125,3428.030029296875,236500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,3433.5,3484.10009765625,3408.919921875,3477.760009765625,270700.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,3476.97998046875,3510.0,3450.6201171875,3485.699951171875,305400.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,3477.760009765625,3546.02001953125,3476.47998046875,3502.739990234375,235500.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,3522.27001953125,3543.43994140625,3497.5400390625,3500.0,188400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,3500.0,3519.719970703125,3482.22998046875,3500.0,232600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,3550.0,3550.0,3500.280029296875,3511.56005859375,347900.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,3498.2900390625,3501.0,3409.010009765625,3413.97998046875,771100.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,3466.52001953125,3470.0,3426.31005859375,3450.929931640625,231000.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,3454.110107421875,3510.18994140625,3445.02001953125,3505.97998046875,187700.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,3510.080078125,3623.0,3500.010009765625,3578.489990234375,430400.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,3615.2900390625,3660.18994140625,3586.659912109375,3647.81005859375,304300.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,3624.969970703125,3646.1201171875,3604.4599609375,3624.72998046875,205400.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,3608.43994140625,3629.830078125,3569.5,3626.93994140625,166600.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,3649.0,3688.909912109375,3640.60009765625,3661.080078125,274900.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,3677.93994140625,3711.429931640625,3656.139892578125,3673.5,209200.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,3690.0,3694.639892578125,3618.39990234375,3627.8798828125,274100.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,3651.030029296875,3654.85009765625,3548.0,3568.8701171875,227600.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,3518.60009765625,3585.070068359375,3518.60009765625,3566.090087890625,257200.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,3599.0,3646.110107421875,3595.419921875,3632.3798828125,255000.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,3658.0,3671.47998046875,3518.300048828125,3521.929931640625,322600.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,3530.0,3610.47998046875,3530.0,3601.89990234375,258500.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,3589.8798828125,3634.25,3589.14990234375,3601.169921875,165600.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,3610.0,3614.219970703125,3530.840087890625,3581.47998046875,158000.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,3572.570068359375,3617.340087890625,3546.929931640625,3586.1298828125,181000.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,3576.919921875,3656.81005859375,3568.050048828125,3637.8701171875,174500.0,,,,,,,,,,
