Date,Open,High,Low,Close,Volume,"('Adj Close', 'MTNB')","('Close', 'MTNB')","('High', 'MTNB')","('Low', 'MTNB')","('Open', 'MTNB')","('Volume', 'MTNB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,11.050000190734863,11.5,10.75,11.25,24890.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,11.0,11.300000190734863,10.75,11.050000190734863,10630.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.0,11.199999809265137,10.850000381469728,11.149999618530272,12840.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,10.949999809265137,11.100000381469728,10.699999809265137,10.75,15554.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.0,11.199999809265137,10.350000381469728,11.199999809265137,23874.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,11.350000381469728,11.800000190734863,11.0,11.449999809265137,21284.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,11.300000190734863,11.399999618530272,10.800000190734863,11.399999618530272,11610.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.5,11.550000190734863,10.800000190734863,11.350000381469728,13562.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.949999809265137,11.5,10.949999809265137,11.350000381469728,8974.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.5,11.5,10.399999618530272,10.949999809265137,21848.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.649999618530272,10.949999809265137,10.0,10.5,18268.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.550000190734863,10.699999809265137,10.0,10.300000190734863,8924.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.300000190734863,10.350000381469728,9.75,9.949999809265137,14944.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,9.75,10.5,9.75,10.199999809265137,14448.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,10.0,10.5,9.949999809265137,10.149999618530272,12898.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,10.5,10.5,9.5,9.850000381469728,13704.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,9.649999618530272,9.649999618530272,9.050000190734863,9.5,11256.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.5,9.850000381469728,9.5,9.800000190734863,7328.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,9.75,11.0,9.5,10.600000381469728,20460.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,10.850000381469728,10.949999809265137,10.350000381469728,10.899999618530272,6834.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,10.25,10.699999809265137,10.0,10.0,8560.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,10.350000381469728,10.75,10.100000381469728,10.75,5712.0,,,,,,,,,,
