Date,Open,High,Low,Close,Volume,"('Adj Close', 'SKIN')","('Close', 'SKIN')","('High', 'SKIN')","('Low', 'SKIN')","('Open', 'SKIN')","('Volume', 'SKIN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.0899999141693115,3.345000028610229,3.0199999809265137,3.0899999141693115,3500000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.049999952316284,3.049999952316284,2.845000028610229,2.9600000381469727,3659800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.930000066757202,2.9549999237060547,2.8299999237060547,2.8499999046325684,1940700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.8299999237060547,2.8399999141693115,2.700000047683716,2.759999990463257,2947200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.7100000381469727,2.9600000381469727,2.690999984741211,2.9600000381469727,2743100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.880000114440918,2.984999895095825,2.7799999713897705,2.789999961853028,2837500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.789999961853028,2.809999942779541,2.6700000762939453,2.700000047683716,3035800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.690000057220459,2.759999990463257,2.5899999141693115,2.7100000381469727,1345300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.720000028610229,2.7699999809265137,2.569999933242798,2.630000114440918,2156700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.569999933242798,2.609999895095825,2.470000028610229,2.4800000190734863,1960700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.390000104904175,2.539999961853028,2.3499999046325684,2.450000047683716,1477500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.450000047683716,2.5199999809265137,2.3410000801086426,2.390000104904175,2936200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.4100000858306885,2.440000057220459,2.299999952316284,2.430000066757202,3808500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.450000047683716,2.8399999141693115,2.450000047683716,2.809999942779541,3764900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.8299999237060547,2.950000047683716,2.799999952316284,2.930000066757202,2774800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.009999990463257,3.009999990463257,2.7699999809265137,2.809999942779541,2892000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.9100000858306885,3.0,2.8499999046325684,3.0,3408000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.059999942779541,3.130000114440918,2.930000066757202,3.069999933242798,3218300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.039999961853028,3.134999990463257,2.914999961853028,3.119999885559082,2216600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.109999895095825,3.130000114440918,2.9809999465942383,3.0799999237060547,2315400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.049999952316284,3.174999952316284,2.9200000762939453,2.930000066757202,1541000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.930000066757202,3.0999999046325684,2.930000066757202,3.0999999046325684,1564500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.039999961853028,3.039999961853028,2.9200000762939453,2.9800000190734863,1303200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.930000066757202,2.970000028610229,2.8550000190734863,2.9100000858306885,1275500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.900000095367432,3.0,2.880000114440918,2.9600000381469727,1334400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.970000028610229,2.970000028610229,2.7100000381469727,2.740000009536743,2444400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.7100000381469727,2.755000114440918,2.609999895095825,2.700000047683716,2521900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.700000047683716,2.875,2.650000095367432,2.859999895095825,1487200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.869999885559082,3.095000028610229,2.869999885559082,3.0799999237060547,3018200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.859999895095825,3.0,2.740000009536743,2.9049999713897705,1607500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.930000066757202,3.2100000381469727,2.7799999713897705,3.200000047683716,2412200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.220000028610229,3.4049999713897705,3.1600000858306885,3.259999990463257,2566900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.259999990463257,3.2799999713897705,3.125,3.130000114440918,1070900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.069999933242798,3.0999999046325684,2.970000028610229,2.9800000190734863,2611900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.9800000190734863,3.049999952316284,2.759999990463257,2.799999952316284,2835600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.859999895095825,3.0199999809265137,2.734999895095825,2.8499999046325684,2185200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.8399999141693115,2.994999885559082,2.75,2.930000066757202,2557600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.890000104904175,3.150000095367432,2.851999998092652,3.109999895095825,2490400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.200000047683716,3.390000104904175,3.1050000190734863,3.390000104904175,2809400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.3499999046325684,3.5899999141693115,3.299999952316284,3.430000066757202,3050500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.539999961853028,3.694999933242798,3.2049999237060547,3.3299999237060547,8315000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,3.5999999046325684,3.890000104904175,3.549999952316284,3.7300000190734863,5006700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,3.75,3.869999885559082,3.549999952316284,3.650000095367432,1741800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,3.5999999046325684,3.630000114440918,3.421999931335449,3.4600000381469727,1845100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,3.539999961853028,3.670000076293945,3.400000095367432,3.470000028610229,2627400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,3.4800000190734863,3.759999990463257,3.4800000190734863,3.650000095367432,2351700.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,3.7200000286102295,3.819999933242798,3.509999990463257,3.5999999046325684,2342400.0,,,,,,,,,,
