Date,Open,High,Low,Close,Volume,"('Adj Close', 'STE')","('Close', 'STE')","('High', 'STE')","('Low', 'STE')","('Open', 'STE')","('Volume', 'STE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,218.58999633789065,220.6100006103516,216.3300018310547,217.0800018310547,569700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,217.47999572753903,217.47999572753903,213.25999450683597,213.52999877929688,368800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,212.7400054931641,217.22000122070312,212.7400054931641,216.0,505800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,216.05999755859372,217.4900054931641,214.50999450683597,215.92999267578125,339300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,216.97999572753903,220.9499969482422,215.30999755859372,220.8000030517578,387500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,220.1999969482422,224.6300048828125,219.66000366210935,221.97999572753903,434500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,223.2400054931641,224.80999755859372,221.7400054931641,223.9900054931641,328500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,224.0399932861328,224.2100067138672,221.0800018310547,222.6199951171875,267900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,224.6199951171875,225.88999938964844,222.16000366210935,223.3999938964844,390400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,221.8300018310547,222.41000366210935,220.0,221.2700042724609,284200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,220.0,221.8600006103516,218.6999969482422,218.8800048828125,257800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,219.2400054931641,220.7100067138672,217.32000732421875,220.47000122070312,313800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,221.1000061035156,221.6199951171875,217.0800018310547,221.42999267578125,452200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,222.30999755859372,223.22000122070312,219.72000122070312,220.05999755859372,428500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,220.91000366210935,220.91000366210935,215.2700042724609,216.77999877929688,426300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,217.08999633789065,217.3500061035156,214.72999572753903,214.8500061035156,289200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,216.7400054931641,217.66000366210935,213.91000366210935,216.67999267578125,300200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,217.9199981689453,218.0,215.1699981689453,216.08999633789065,251600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,215.0500030517578,217.07000732421875,214.22999572753903,216.69000244140625,357600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,216.3000030517578,218.4600067138672,215.52999877929688,218.1699981689453,328500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,221.16000366210935,224.30999755859372,218.47999572753903,218.9499969482422,890600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,218.6000061035156,223.69000244140625,216.5,223.6100006103516,570400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,221.72000122070312,224.3600006103516,219.9600067138672,222.19000244140625,441900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,221.0500030517578,221.69000244140625,218.66000366210935,219.8999938964844,362600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,220.69000244140625,226.2899932861328,219.30999755859372,225.9199981689453,621900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,226.6300048828125,229.3999938964844,225.32000732421875,225.8699951171875,976100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,218.0,221.0,210.0,220.25999450683597,734300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,220.7700042724609,224.5800018310547,218.97000122070312,224.2700042724609,607900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,224.58999633789065,226.3000030517578,223.7899932861328,224.94000244140625,416900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,223.5,225.72999572753903,222.22999572753903,224.5200042724609,488400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,224.82000732421875,227.6300048828125,223.72000122070312,227.6100006103516,346200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,228.3999938964844,233.47999572753903,228.2100067138672,233.0500030517578,453000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,232.75,235.22000122070312,230.9600067138672,231.22999572753903,442800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,231.50999450683597,231.9900054931641,227.8000030517578,229.25,396200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,229.1999969482422,233.4499969482422,228.25,232.8500061035156,349100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,233.1499938964844,236.3999938964844,231.0500030517578,236.02999877929688,369600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,236.8500061035156,238.50999450683597,234.72000122070312,235.8500061035156,279700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,235.2100067138672,235.4600067138672,232.7899932861328,233.7100067138672,210800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,233.5800018310547,233.82000732421875,231.19000244140625,232.5200042724609,282200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,232.5200042724609,232.75,230.16000366210935,231.33999633789065,284600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,231.8800048828125,233.5,229.2700042724609,232.91000366210935,866500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,233.44000244140625,234.8800048828125,232.00999450683597,232.7700042724609,358000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,232.27999877929688,234.08999633789065,231.13999938964844,233.2700042724609,274600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,233.47999572753903,234.3800048828125,227.8300018310547,228.3800048828125,287600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,228.47999572753903,230.50999450683597,227.75999450683597,229.0800018310547,292600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,230.8699951171875,233.58999633789065,229.97999572753903,233.0200042724609,369100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,231.9199981689453,235.0399932861328,231.9199981689453,233.6999969482422,260600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,233.4600067138672,234.5500030517578,231.1199951171875,233.83999633789065,322400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,233.47999572753903,234.8500061035156,232.6000061035156,233.80999755859372,363500.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,234.47000122070312,234.67999267578125,232.91000366210935,233.7899932861328,412200.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,232.3300018310547,232.94000244140625,230.50999450683597,231.55999755859372,341600.0,,,,,,,,,,
