Date,Open,High,Low,Close,Volume,"('Adj Close', 'XERS')","('Close', 'XERS')","('High', 'XERS')","('Low', 'XERS')","('Open', 'XERS')","('Volume', 'XERS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.309999942779541,2.3399999141693115,2.240000009536743,2.2699999809265137,1204100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.240000009536743,2.3399999141693115,2.180000066757202,2.240000009536743,1274900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.390000104904175,2.6700000762939453,2.319999933242798,2.5299999713897705,5420800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.509999990463257,2.539999961853028,2.430000066757202,2.450000047683716,2564400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.450000047683716,2.450000047683716,2.319999933242798,2.380000114440918,1856900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.3499999046325684,2.470000028610229,2.3299999237060547,2.4100000858306885,1428600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.7799999713897705,2.809999942779541,2.619999885559082,2.799999952316284,11396600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.789999961853028,3.0199999809265137,2.7300000190734863,2.930000066757202,6420100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.930000066757202,2.970000028610229,2.759999990463257,2.7699999809265137,3112100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.740000009536743,2.789999961853028,2.619999885559082,2.650000095367432,3477000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.5999999046325684,2.6600000858306885,2.5199999809265137,2.630000114440918,2850700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.720000028610229,2.740000009536743,2.430000066757202,2.4800000190734863,2414600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.4800000190734863,2.5199999809265137,2.3399999141693115,2.4100000858306885,2664800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.4100000858306885,2.5299999713897705,2.4100000858306885,2.5,1546100.0,,,,,,,,,,
