Date,Open,High,Low,Close,Volume,"('Adj Close', 'ARCH')","('Close', 'ARCH')","('High', 'ARCH')","('Low', 'ARCH')","('Open', 'ARCH')","('Volume', 'ARCH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,166.74000549316406,168.67999267578125,166.0449981689453,167.89999389648438,204700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,168.0399932861328,173.41000366210938,166.5,169.11000061035156,341800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,170.35000610351562,177.50999450683594,169.4600067138672,174.10000610351562,362100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,175.44000244140625,177.00999450683594,174.47999572753906,175.36000061035156,225400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,175.0,175.0,168.77999877929688,173.63999938964844,252600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,175.0,178.22000122070312,173.90199279785156,175.5800018310547,336100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,176.25,176.25,168.10000610351562,169.2899932861328,270900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,170.13999938964844,170.85000610351562,166.86000061035156,168.8800048828125,270900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,170.4499969482422,172.83999633789062,168.41000366210938,170.5399932861328,228700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,169.77000427246094,169.77000427246094,164.75999450683594,166.52999877929688,285400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,163.69000244140625,169.4600067138672,162.88999938964844,168.64999389648438,283900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,170.5399932861328,179.64999389648438,168.80999755859375,177.9499969482422,554900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,179.4600067138672,186.6999969482422,178.72000122070312,185.75,590800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,185.05999755859372,186.3600006103516,181.6100006103516,183.3800048828125,345700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,184.8999938964844,186.30999755859372,181.47000122070312,183.44000244140625,200900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,185.1100006103516,187.4499969482422,181.4199981689453,181.55999755859372,279900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,182.9600067138672,185.47999572753903,173.1999969482422,176.47000122070312,372300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,176.27000427246094,179.9949951171875,174.22500610351562,178.38999938964844,234400.0,,,,,,,,,,
