Date,Open,High,Low,Close,Volume,"('Adj Close', 'GNL')","('Close', 'GNL')","('High', 'GNL')","('Low', 'GNL')","('Open', 'GNL')","('Volume', 'GNL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.869999885559082,10.149999618530272,9.779999732971191,9.93000030517578,1422200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.800000190734863,9.850000381469728,9.614999771118164,9.699999809265137,1343200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.68000030517578,9.880000114440918,9.57900047302246,9.770000457763672,1242400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.729999542236328,9.914999961853027,9.59000015258789,9.779999732971191,1875600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.739999771118164,10.010000228881836,9.65999984741211,10.0,2190300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.899999618530272,10.0600004196167,9.8100004196167,9.979999542236328,1588000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.979999542236328,10.050000190734863,9.90999984741211,9.970000267028809,2335900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.539999961853027,9.56999969482422,9.225000381469728,9.31999969482422,2848700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.529999732971191,9.600000381469728,9.282999992370604,9.3100004196167,1032200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.25,9.31999969482422,9.010000228881836,9.039999961853027,1373400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.869999885559082,9.0600004196167,8.550000190734863,8.6899995803833,1739300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.729999542236328,8.770000457763672,8.625,8.739999771118164,1353400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.8100004196167,8.925000190734863,8.670000076293945,8.859999656677246,1364100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.979999542236328,9.0649995803833,8.829999923706055,8.880000114440918,1391400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,9.010000228881836,9.050000190734863,8.800000190734863,8.890000343322754,951900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,9.050000190734863,9.050000190734863,8.770000457763672,8.770000457763672,1257400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.930000305175781,9.0,8.829999923706055,8.899999618530273,1415000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,8.970000267028809,9.050000190734863,8.859999656677246,8.869999885559082,803400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.869999885559082,8.928000450134277,8.720000267028809,8.880000114440918,950300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.800000190734863,8.850000381469727,8.664999961853027,8.760000228881836,822600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.770000457763672,8.829999923706055,8.4399995803833,8.449999809265137,1328000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.5,8.520000457763672,8.239999771118164,8.5,1714700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.3100004196167,8.454999923706055,8.170000076293945,8.329999923706055,1378400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.210000038146973,8.220000267028809,8.020000457763672,8.079999923706055,1395300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.0600004196167,8.270000457763672,7.980000019073486,8.180000305175781,1300600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,8.199999809265137,8.204999923706055,7.949999809265137,8.029999732971191,2051400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,7.989999771118164,8.199999809265137,7.985000133514404,8.140000343322754,1668900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,8.130000114440918,8.149999618530273,7.90500020980835,8.020000457763672,1235100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,8.020000457763672,8.300000190734863,8.020000457763672,8.25,1755300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,8.010000228881836,8.125,7.835000038146973,7.980000019073486,2384400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,8.0600004196167,8.09000015258789,7.909999847412109,7.960000038146973,1326900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,8.09000015258789,8.25,8.010000228881836,8.15999984741211,1103800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,8.0,8.145000457763672,7.940000057220459,8.0600004196167,1257000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,7.980000019073486,8.0,7.710000038146973,7.730000019073486,1760500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,7.739999771118164,7.809999942779541,7.670000076293945,7.739999771118164,1300300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,7.699999809265137,7.699999809265137,7.550000190734863,7.570000171661377,1603800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,7.590000152587891,7.708000183105469,7.465000152587891,7.619999885559082,1188100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,7.559999942779541,7.590000152587891,7.289999961853027,7.289999961853027,2002900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,7.340000152587891,7.460000038146973,7.315000057220459,7.340000152587891,2481500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,7.369999885559082,7.369999885559082,6.829999923706055,7.159999847412109,4264500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,7.230000019073486,7.320000171661377,7.03000020980835,7.210000038146973,2262300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,7.199999809265137,7.300000190734863,7.099999904632568,7.300000190734863,2029600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,7.320000171661377,7.420000076293945,7.199999809265137,7.420000076293945,1460500.0,,,,,,,,,,
