Date,Open,High,Low,Close,Volume,"('Adj Close', 'CSWI')","('Close', 'CSWI')","('High', 'CSWI')","('Low', 'CSWI')","('Open', 'CSWI')","('Volume', 'CSWI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,206.5800018310547,208.1300048828125,203.552001953125,208.1300048828125,127900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,207.6300048828125,208.9900054931641,204.0449981689453,205.0,108200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,205.3800048828125,205.3800048828125,201.0,203.8000030517578,79800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,202.3699951171875,204.44000244140625,201.8699951171875,202.05999755859372,107700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,201.13999938964844,205.3000030517578,200.5,205.3000030517578,89400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,203.3699951171875,207.19000244140625,201.1269989013672,204.80999755859372,119100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,204.80999755859372,206.97999572753903,204.80999755859372,206.91000366210935,81000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,207.8300018310547,213.07000732421875,207.44000244140625,211.4949951171875,170800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,213.7899932861328,215.17999267578125,211.52999877929688,213.92999267578125,116600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,212.5399932861328,216.4199981689453,212.00999450683597,215.72999572753903,218900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,213.63999938964844,215.5200042724609,208.6300048828125,213.0,96700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,214.77999877929688,215.91000366210935,209.63999938964844,215.91000366210935,123200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,217.0,217.0,210.3600006103516,215.4499969482422,162000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,217.41000366210935,219.0200042724609,216.1300048828125,217.72000122070312,77300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,219.8500061035156,219.8500061035156,212.3300018310547,212.3600006103516,124100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,214.0500030517578,214.0500030517578,207.3000030517578,207.6199951171875,62900.0,,,,,,,,,,
