Date,Open,High,Low,Close,Volume,"('Adj Close', 'HWBK')","('Close', 'HWBK')","('High', 'HWBK')","('Low', 'HWBK')","('Open', 'HWBK')","('Volume', 'HWBK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,25.59000015258789,25.59000015258789,25.239999771118164,25.5,11700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,25.25,25.5,25.25,25.450000762939453,6500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.25,25.530000686645508,25.1200008392334,25.1200008392334,19300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.049999237060547,25.43000030517578,24.8700008392334,24.8700008392334,10600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,24.799999237060547,25.209999084472656,24.6299991607666,25.07999992370605,9700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,24.51000022888184,25.06999969482422,24.51000022888184,24.959999084472656,7700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,24.71999931335449,24.989999771118164,24.71999931335449,24.8799991607666,5300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,24.729999542236328,24.96999931335449,24.71999931335449,24.71999931335449,6700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,24.71999931335449,24.96999931335449,24.71999931335449,24.81999969482422,10900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,24.799999237060547,24.88999938964844,24.3700008392334,24.799999237060547,13100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.600000381469727,24.950000762939453,24.600000381469727,24.770000457763672,7100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.729999542236328,24.96999931335449,24.690000534057617,24.850000381469727,8500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.8700008392334,24.989999771118164,24.84000015258789,24.84000015258789,4800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.0,25.049999237060547,24.780000686645508,24.920000076293945,15200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,25.0,25.11000061035156,24.940000534057617,24.940000534057617,16700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.0,25.1200008392334,24.8799991607666,25.049999237060547,12000.0,,,,,,,,,,
