Date,Open,High,Low,Close,Volume,"('Adj Close', 'OCTO')","('Close', 'OCTO')","('High', 'OCTO')","('Low', 'OCTO')","('Open', 'OCTO')","('Volume', 'OCTO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.7850000858306885,2.8399999141693115,2.505000114440918,2.505000114440918,9700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.5450000762939453,2.8499999046325684,2.505000114440918,2.625,4640.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.650000095367432,2.75,2.4800000190734863,2.5999999046325684,5540.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.680000066757202,2.680000066757202,2.505000114440918,2.505000114440918,7440.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.539999961853028,2.75,2.4049999713897705,2.630000114440918,22520.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.630000114440918,2.630000114440918,2.4100000858306885,2.450000047683716,9900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.4549999237060547,2.4749999046325684,2.299999952316284,2.3499999046325684,64980.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.549999952316284,3.414999961853028,2.5350000858306885,2.799999952316284,576660.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.549999952316284,2.900000095367432,2.549999952316284,2.6700000762939453,58240.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.700000047683716,2.700000047683716,2.3499999046325684,2.4200000762939453,20180.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.400000095367432,2.539999961853028,2.200000047683716,2.2699999809265137,27460.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.3350000381469727,2.444999933242798,2.25,2.3499999046325684,11960.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.289999961853028,2.400000095367432,2.164999961853028,2.255000114440918,39440.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.509999990463257,3.3499999046325684,2.3550000190734863,3.25,1631780.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.25,3.650000095367432,2.9049999713897705,3.3550000190734863,230080.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.265000104904175,3.5,2.9649999141693115,3.319999933242798,58480.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.299999952316284,3.414999961853028,3.055000066757202,3.3499999046325684,22080.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.244999885559082,3.414999961853028,3.005000114440918,3.0999999046325684,36680.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.150000095367432,3.244999885559082,3.0,3.174999952316284,22020.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.174999952316284,3.25,3.049999952316284,3.049999952316284,10220.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.115000009536743,3.200000047683716,3.049999952316284,3.1050000190734863,6720.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.0999999046325684,3.0999999046325684,2.805000066757202,2.944999933242798,30080.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.8550000190734863,2.9649999141693115,2.799999952316284,2.900000095367432,5160.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.990000009536743,2.990000009536743,2.6050000190734863,2.8499999046325684,16080.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.875,2.900000095367432,2.7149999141693115,2.799999952316284,8660.0,,,,,,,,,,
