Date,Open,High,Low,Close,Volume,"('Adj Close', 'MGPI')","('Close', 'MGPI')","('High', 'MGPI')","('Low', 'MGPI')","('Open', 'MGPI')","('Volume', 'MGPI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,97.62999725341795,101.69000244140624,97.51000213623048,98.11000061035156,227000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,97.9499969482422,97.9499969482422,94.22000122070312,94.61000061035156,130900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,95.12999725341795,97.06999969482422,94.1999969482422,95.75,123800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,95.33999633789062,97.19000244140624,93.11000061035156,93.20999908447266,122900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,92.62999725341795,95.83999633789062,92.62999725341795,95.56999969482422,142300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,94.58000183105467,94.75,92.30999755859376,94.66000366210938,114500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,94.66000366210938,95.12000274658205,93.76000213623048,95.12000274658205,91400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,94.4800033569336,94.8000030517578,91.6500015258789,91.81999969482422,178000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,93.2300033569336,93.58000183105467,90.75,91.3499984741211,91700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,91.22000122070312,93.18000030517578,90.1500015258789,91.5999984741211,209800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,90.41000366210938,92.23999786376952,90.16999816894533,91.12000274658205,100200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,91.18000030517578,91.18000030517578,88.33000183105469,88.55000305175781,149100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,89.2699966430664,90.25,87.20999908447266,90.13999938964844,167500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,90.9499969482422,92.83999633789062,88.37999725341797,89.44000244140625,133100.0,,,,,,,,,,
