Date,Open,High,Low,Close,Volume,"('Adj Close', 'LSCC')","('Close', 'LSCC')","('High', 'LSCC')","('Low', 'LSCC')","('Open', 'LSCC')","('Volume', 'LSCC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,68.16000366210938,69.54000091552734,67.02999877929688,68.4000015258789,2676500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,66.73999786376953,67.30000305175781,65.19999694824219,65.77999877929688,1865600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,63.880001068115234,65.95999908447266,62.59999847412109,64.86000061035156,2589500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,64.56999969482422,65.4000015258789,63.91999816894531,64.58999633789062,2105500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,65.12000274658203,66.5199966430664,64.69000244140625,66.30000305175781,2072400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,65.36000061035156,67.41000366210938,64.70999908447266,66.80999755859375,2205500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,66.77999877929688,66.77999877929688,64.55000305175781,66.30000305175781,2160600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,66.36000061035156,66.62999725341797,64.02999877929688,65.12999725341797,2562600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,65.55000305175781,66.5,64.37999725341797,65.1500015258789,1130300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,64.75,66.5199966430664,63.93000030517578,66.20999908447266,1622500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,65.16999816894531,65.16999816894531,62.84000015258789,63.95000076293945,1838800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,65.9000015258789,66.83999633789062,64.62000274658203,66.7699966430664,2151800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,67.70999908447266,68.80000305175781,66.93000030517578,68.45999908447266,1658200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,69.33000183105469,69.88999938964844,68.29000091552734,69.0199966430664,1236100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,69.75,70.51000213623047,68.7300033569336,70.45999908447266,1142800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,70.80999755859375,71.05000305175781,68.79000091552734,68.83999633789062,2277200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,70.0,70.08999633789062,66.87999725341797,66.88999938964844,2251500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,64.0999984741211,64.70999908447266,62.18000030517578,62.52999877929688,4218300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,63.09999847412109,63.7400016784668,61.93000030517578,63.720001220703125,2357200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,63.33000183105469,63.54999923706055,61.15999984741211,61.18999862670898,3103700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,60.04999923706055,62.27999877929688,59.34999847412109,60.86000061035156,3164300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,60.88999938964844,62.02999877929688,60.08000183105469,61.130001068115234,2122900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,60.630001068115234,61.81999969482422,60.22999954223633,61.68000030517578,1351600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,61.970001220703125,63.08000183105469,61.27000045776367,62.84000015258789,1436600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,62.59999847412109,62.61000061035156,60.68000030517578,61.54999923706055,2685400.0,,,,,,,,,,
