Date,Open,High,Low,Close,Volume,"('Adj Close', 'AQMS')","('Close', 'AQMS')","('High', 'AQMS')","('Low', 'AQMS')","('Open', 'AQMS')","('Volume', 'AQMS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,15.279999732971191,15.899999618530272,15.18000030517578,15.18000030517578,12410.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,15.399999618530272,15.399999618530272,14.020000457763672,14.239999771118164,26330.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,14.0,14.100000381469728,12.800000190734863,13.81999969482422,47270.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.600000381469728,13.779999732971191,13.020000457763672,13.020000457763672,76030.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.199999809265137,13.399999618530272,12.899999618530272,13.0,22825.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,13.0,14.0,12.920000076293944,13.0,22680.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.0,13.579999923706056,12.899999618530272,13.0,19845.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.0,13.15999984741211,12.199999809265137,13.0,16460.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.0,13.220000267028809,12.220000267028809,12.220000267028809,16340.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,12.0600004196167,12.520000457763672,11.800000190734863,11.81999969482422,23320.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,12.199999809265137,12.279999732971191,10.600000381469728,11.380000114440918,28870.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,11.199999809265137,11.720000267028809,11.0,11.100000381469728,15125.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,11.15999984741211,12.260000228881836,11.0,11.960000038146973,12380.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.65999984741211,13.800000190734863,11.65999984741211,13.100000381469728,22675.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,12.600000381469728,13.5600004196167,12.399999618530272,12.65999984741211,9570.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.979999542236328,13.199999809265137,11.300000190734863,11.5600004196167,25640.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.640000343322754,11.960000038146973,11.399999618530272,11.420000076293944,13895.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,11.920000076293944,12.079999923706056,11.420000076293944,11.479999542236328,9060.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,11.9399995803833,11.9399995803833,11.220000267028809,11.9399995803833,14425.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,12.0,13.31999969482422,11.9399995803833,12.079999923706056,35490.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,12.81999969482422,12.81999969482422,11.899999618530272,12.4399995803833,16785.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,13.100000381469728,13.100000381469728,11.800000190734863,12.039999961853027,13700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,12.0,12.0,11.619999885559082,11.84000015258789,16400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,12.0,12.0,11.600000381469728,11.640000343322754,7450.0,,,,,,,,,,
