Date,Open,High,Low,Close,Volume,"('Adj Close', 'DOMH')","('Close', 'DOMH')","('High', 'DOMH')","('Low', 'DOMH')","('Open', 'DOMH')","('Volume', 'DOMH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.5299999713897705,2.6600000858306885,2.5199999809265137,2.549999952316284,5500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.569999933242798,2.690000057220459,2.569999933242798,2.619999885559082,4800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.569999933242798,2.630000114440918,2.539999961853028,2.609999895095825,9700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.569999933242798,2.569999933242798,2.450000047683716,2.450000047683716,11200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.4600000381469727,2.5199999809265137,2.380000114440918,2.4800000190734863,6300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.4200000762939453,2.680000066757202,2.400000095367432,2.5,34300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.490000009536743,2.5,2.200000047683716,2.440000057220459,13600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.400000095367432,2.400000095367432,2.1700000762939453,2.289999961853028,10500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.1600000858306885,2.380000114440918,2.1600000858306885,2.359999895095825,16400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.440000057220459,2.440000057220459,2.299999952316284,2.3399999141693115,8200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.259999990463257,2.4100000858306885,2.240000009536743,2.25,3500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.25,2.3499999046325684,2.220000028610229,2.25,6700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.240000009536743,2.240000009536743,2.0999999046325684,2.2300000190734863,5100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.1700000762939453,2.299999952316284,2.0899999141693115,2.109999895095825,21800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.1700000762939453,2.200000047683716,2.059999942779541,2.109999895095825,8000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.200000047683716,2.220000028610229,2.069999933242798,2.069999933242798,7800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.049999952316284,2.109999895095825,2.039999961853028,2.039999961853028,7500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.0999999046325684,2.220000028610229,2.0999999046325684,2.200000047683716,6700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.2100000381469727,2.470000028610229,2.200000047683716,2.2699999809265137,25000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.400000095367432,2.470000028610229,2.2100000381469727,2.359999895095825,11100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.2300000190734863,2.3499999046325684,2.220000028610229,2.299999952316284,6600.0,,,,,,,,,,
