Date,Open,High,Low,Close,Volume,"('Adj Close', 'SOC')","('Close', 'SOC')","('High', 'SOC')","('Low', 'SOC')","('Open', 'SOC')","('Volume', 'SOC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,11.390000343322754,12.0,11.380000114440918,11.84000015258789,18300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,11.600000381469728,12.5,11.600000381469728,11.890000343322754,18000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.899999618530272,12.029999732971191,11.850000381469728,11.904999732971191,22800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,11.899999618530272,12.020000457763672,11.850000381469728,11.880000114440918,18400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.90999984741211,12.130000114440918,11.039999961853027,11.260000228881836,29600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,11.399999618530272,11.899999618530272,11.3100004196167,11.59000015258789,38400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,11.880000114440918,11.970000267028809,11.5,11.649999618530272,19400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.5,11.899999618530272,11.329999923706056,11.520000457763672,16000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,11.520000457763672,12.0,11.300000190734863,11.460000038146973,29400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.420000076293944,12.30500030517578,11.399999618530272,11.5,33300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,11.5,12.199999809265137,11.5,11.859999656677246,819600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,11.890000343322754,12.0,11.699999809265137,11.970000267028809,46500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,12.010000228881836,12.010000228881836,11.729999542236328,11.979999542236328,16600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,12.0,12.890000343322754,11.899999618530272,12.119999885559082,79000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,12.130000114440918,12.289999961853027,11.899999618530272,12.149999618530272,22000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.274999618530272,12.274999618530272,12.029999732971191,12.100000381469728,15400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,12.25,12.289999961853027,12.09000015258789,12.09000015258789,18800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,12.010000228881836,12.25,11.979999542236328,12.154999732971191,15100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,12.149999618530272,12.25,11.90999984741211,12.045000076293944,13500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,12.18000030517578,12.25,12.079999923706056,12.210000038146973,53100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,12.220000267028809,12.850000381469728,12.170000076293944,12.359999656677246,139700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,12.520000457763672,12.880000114440918,12.399999618530272,12.625,55900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,12.220000267028809,12.739999771118164,12.09000015258789,12.399999618530272,48900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,12.420000076293944,12.420000076293944,12.0,12.0600004196167,94400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,12.0600004196167,12.350000381469728,11.710000038146973,11.800000190734863,41300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,11.699999809265137,11.845000267028809,11.199999809265137,11.399999618530272,80200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,11.170000076293944,11.170000076293944,10.59000015258789,10.670000076293944,157400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,10.880000114440918,11.489999771118164,10.880000114440918,11.0600004196167,54400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,10.899999618530272,11.350000381469728,10.850000381469728,11.100000381469728,51200.0,,,,,,,,,,
