Date,Open,High,Low,Close,Volume,"('Adj Close', 'TRUE')","('Close', 'TRUE')","('High', 'TRUE')","('Low', 'TRUE')","('Open', 'TRUE')","('Volume', 'TRUE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.4200000762939453,3.4200000762939453,3.2149999141693115,3.2300000190734863,184800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.0899999141693115,3.259999990463257,3.069999933242798,3.190000057220459,251700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.2300000190734863,3.289999961853028,3.200000047683716,3.200000047683716,243300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.1700000762939453,3.25,3.150000095367432,3.190000057220459,165000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.180000066757202,3.180000066757202,3.0,3.0999999046325684,210500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.039999961853028,3.130000114440918,3.0299999713897705,3.0799999237060547,138300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.0799999237060547,3.0799999237060547,3.0299999713897705,3.069999933242798,107000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.0799999237060547,3.0899999141693115,2.990000009536743,3.039999961853028,136700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.0899999141693115,3.2679998874664307,3.0899999141693115,3.2300000190734863,372800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.180000066757202,3.259999990463257,3.140000104904175,3.2300000190734863,173000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.1700000762939453,3.174000024795532,3.0299999713897705,3.059999942779541,133500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.069999933242798,3.1050000190734863,3.0299999713897705,3.069999933242798,91800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.109999895095825,3.200000047683716,2.9600000381469727,3.1600000858306885,249400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.180000066757202,3.4100000858306885,3.180000066757202,3.4100000858306885,122000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.4600000381469727,3.5199999809265137,3.424999952316284,3.450000047683716,209500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.470000028610229,3.5,3.365000009536743,3.390000104904175,212100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.4800000190734863,3.549999952316284,3.4200000762939453,3.539999961853028,143600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.5199999809265137,3.690000057220459,3.5199999809265137,3.640000104904175,162000.0,,,,,,,,,,
