Date,Open,High,Low,Close,Volume,"('Adj Close', 'A')","('Close', 'A')","('High', 'A')","('Low', 'A')","('Open', 'A')","('Volume', 'A')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,138.19000244140625,140.58999633789062,137.91000366210938,138.75,1441600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,138.0,138.0,131.07000732421875,131.16000366210938,2074500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,130.5500030517578,131.5,130.19000244140625,131.0,2446600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,130.0,131.9600067138672,128.6199951171875,130.55999755859375,1394000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,130.13999938964844,133.57000732421875,129.80999755859375,133.3800048828125,1311400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,132.27000427246094,135.64999389648438,130.00999450683594,130.67999267578125,1435000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,130.5800018310547,131.16000366210938,128.36000061035156,131.08999633789062,1326300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,130.5800018310547,130.67999267578125,127.9000015258789,129.67999267578125,2060500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,130.30999755859375,131.61000061035156,129.63999938964844,130.5399932861328,1285200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,129.13999938964844,130.80999755859375,128.60000610351562,130.52999877929688,1382100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,129.97999572753906,130.61000061035156,126.73999786376952,128.1199951171875,1257400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,128.02000427246094,130.72999572753906,127.52999877929688,130.4600067138672,1404800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,130.1699981689453,131.99000549316406,129.2100067138672,131.22000122070312,1523300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,131.5,132.72999572753906,131.25,132.5500030517578,1512300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,133.63999938964844,133.94000244140625,130.3300018310547,131.63999938964844,854900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,132.41000366210938,132.8000030517578,129.42999267578125,129.77999877929688,1141900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,131.11000061035156,131.42999267578125,129.42999267578125,129.8800048828125,1120900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,133.7100067138672,134.22999572753906,130.63999938964844,130.99000549316406,1319800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,131.75,132.89999389648438,131.27999877929688,132.8300018310547,1407200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,132.8300018310547,134.52000427246094,132.69000244140625,134.27999877929688,1428700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,134.61000061035156,134.6199951171875,130.0,130.10000610351562,1101400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,130.05999755859375,133.0500030517578,129.25999450683594,133.0500030517578,862000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,131.83999633789062,133.9199981689453,130.30999755859375,132.97000122070312,1066300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,132.74000549316406,134.9499969482422,132.3800048828125,132.82000732421875,2374500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,132.64999389648438,136.10000610351562,131.07000732421875,135.86000061035156,1766600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,136.52000427246094,136.91000366210938,132.33999633789062,132.7899932861328,1758000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,132.4199981689453,134.82000732421875,132.1300048828125,134.07000732421875,1352500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,133.92999267578125,135.22999572753906,132.75999450683594,133.33999633789062,909700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,133.27999877929688,133.27999877929688,130.3800048828125,132.30999755859375,1231800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,130.33999633789062,131.63999938964844,128.25999450683594,129.75999450683594,1031100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,131.0,132.3300018310547,130.2100067138672,132.24000549316406,1405200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,132.99000549316406,135.60000610351562,132.67999267578125,134.75,1514500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,133.58999633789062,136.27000427246094,133.58999633789062,134.83999633789062,1066800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,133.6699981689453,135.3300018310547,133.57000732421875,134.13999938964844,1563900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,133.36000061035156,135.4499969482422,133.1699981689453,135.3300018310547,1134700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,132.47999572753906,133.02999877929688,129.00999450683594,132.02000427246094,2664400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,132.8000030517578,133.36000061035156,131.57000732421875,132.02999877929688,1878000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,131.77999877929688,132.9199981689453,130.8300018310547,131.49000549316406,1677500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,131.4499969482422,133.17999267578125,130.8699951171875,132.5500030517578,1772700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,139.8800048828125,139.8800048828125,136.35000610351562,137.00999450683594,2537100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,137.50999450683594,138.02999877929688,135.86000061035156,137.36000061035156,2622600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,137.02999877929688,139.14999389648438,134.6699981689453,139.05999755859375,1531000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,139.14999389648438,143.49000549316406,138.80999755859375,142.86000061035156,2169200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,143.0,146.39999389648438,143.0,144.35000610351562,2622500.0,,,,,,,,,,
