Date,Open,High,Low,Close,Volume,"('Adj Close', 'FHB')","('Close', 'FHB')","('High', 'FHB')","('Low', 'FHB')","('Open', 'FHB')","('Volume', 'FHB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.61000061035156,23.1200008392334,22.540000915527344,22.729999542236328,817400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.43000030517578,22.459999084472656,22.09000015258789,22.1200008392334,638200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.979999542236328,22.59000015258789,21.979999542236328,22.280000686645508,1025300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.770000457763672,22.399999618530277,21.770000457763672,22.100000381469727,2157100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.11000061035156,22.26000022888184,21.899999618530277,22.21999931335449,919200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.0,22.07999992370605,21.8799991607666,21.940000534057617,517700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,21.770000457763672,21.96500015258789,21.709999084472656,21.920000076293945,406000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,21.68000030517578,21.809999465942383,21.399999618530277,21.75,640300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,21.8799991607666,21.959999084472656,21.46999931335449,21.56999969482422,410100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,21.309999465942383,21.46500015258789,21.13999938964844,21.170000076293945,427900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.850000381469727,21.309999465942383,20.700000762939453,21.06999969482422,445900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,21.190000534057617,21.38999938964844,21.09000015258789,21.34000015258789,666100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.440000534057617,21.709999084472656,21.18000030517578,21.690000534057617,573900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,21.96999931335449,22.25,21.790000915527344,22.15999984741211,665100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,22.190000534057617,22.299999237060547,21.63999938964844,21.649999618530277,831500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,21.709999084472656,22.100000381469727,21.65999984741211,21.850000381469727,1052200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,21.979999542236328,22.108999252319336,21.44499969482422,21.61000061035156,1176600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,21.3700008392334,22.700000762939453,21.3700008392334,22.290000915527344,908300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,22.520000457763672,22.770000457763672,22.270000457763672,22.76000022888184,720600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,22.700000762939453,22.934999465942383,22.690000534057617,22.770000457763672,628800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,22.209999084472656,22.440000534057617,21.600000381469727,21.690000534057617,1742300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.8700008392334,21.959999084472656,20.76000022888184,21.32999992370605,948400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.899999618530277,21.38999938964844,20.770000457763672,21.290000915527344,837100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,21.049999237060547,21.190000534057617,20.700000762939453,21.020000457763672,599400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,20.950000762939453,21.200000762939453,20.700000762939453,20.899999618530277,652600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.8799991607666,21.26499938964844,20.549999237060547,20.940000534057617,671500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.86000061035156,21.09000015258789,20.7549991607666,20.950000762939453,408100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,21.0,21.325000762939453,20.780000686645508,21.209999084472656,604700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,21.239999771118164,21.76499938964844,21.21999931335449,21.56999969482422,500400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,20.8700008392334,21.104999542236328,20.6200008392334,20.96999931335449,879000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,21.190000534057617,21.350000381469727,20.940000534057617,21.350000381469727,786000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,21.190000534057617,21.815000534057617,21.190000534057617,21.709999084472656,688300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,21.540000915527344,21.895000457763672,21.3799991607666,21.6299991607666,659800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,21.420000076293945,21.6299991607666,21.350000381469727,21.40999984741211,760200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,21.32999992370605,21.479999542236328,21.190000534057617,21.43000030517578,481500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,21.32999992370605,21.489999771118164,21.09499931335449,21.170000076293945,451000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,21.239999771118164,21.420000076293945,20.96999931335449,21.15999984741211,415700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,21.100000381469727,21.309999465942383,20.8700008392334,20.8799991607666,572700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,20.920000076293945,21.15999984741211,20.815000534057617,20.979999542236328,457700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,20.86000061035156,20.979999542236328,20.790000915527344,20.799999237060547,509600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,21.1299991607666,21.290000915527344,20.850000381469727,20.959999084472656,707700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,20.82999992370605,20.959999084472656,20.3700008392334,20.809999465942383,571600.0,,,,,,,,,,
