Date,Open,High,Low,Close,Volume,"('Adj Close', 'CMI')","('Close', 'CMI')","('High', 'CMI')","('Low', 'CMI')","('Open', 'CMI')","('Volume', 'CMI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,239.30999755859372,242.17999267578125,238.1300048828125,241.17999267578125,611800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,239.16000366210935,239.4499969482422,235.97999572753903,237.72000122070312,788800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,237.3300018310547,237.8300018310547,235.27999877929688,235.8800048828125,693800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,235.1699981689453,239.5,234.9499969482422,238.16000366210935,613100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,239.02999877929688,241.3999938964844,236.2100067138672,241.1699981689453,562900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,239.4499969482422,239.80999755859372,236.27999877929688,239.41000366210935,601900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,239.6699981689453,240.3000030517578,238.30999755859372,239.22000122070312,503800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,239.6999969482422,240.7700042724609,235.1699981689453,237.55999755859372,714700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,239.97999572753903,240.0,236.1699981689453,237.1499938964844,520800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,235.69000244140625,236.1199951171875,233.3500061035156,234.7700042724609,706400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,232.5,233.8600006103516,230.17999267578125,233.0800018310547,879300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,232.77999877929688,234.16000366210935,230.1499938964844,233.19000244140625,971700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,230.75999450683597,231.0200042724609,226.52999877929688,229.2100067138672,2466200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,229.5,234.55999755859372,229.5,233.8800048828125,883000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,235.50999450683597,238.7700042724609,234.0399932861328,236.1999969482422,857900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,238.19000244140625,238.19000244140625,234.4900054931641,235.8000030517578,1148000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,238.5,240.25,236.17999267578125,238.8500061035156,588000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,239.0800018310547,242.92999267578125,239.0800018310547,240.6300048828125,647200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,240.19000244140625,241.19000244140625,238.3800048828125,240.8600006103516,511400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,240.00999450683597,243.0800018310547,239.00999450683597,242.8000030517578,593300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,242.7700042724609,242.8999938964844,238.8500061035156,239.3000030517578,614200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,240.1499938964844,243.08999633789065,237.9600067138672,242.97000122070312,529300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,241.3800048828125,246.00999450683597,240.1300048828125,244.6499938964844,642300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,243.50999450683597,244.2100067138672,239.9900054931641,241.1100006103516,1178300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,242.2400054931641,251.57000732421875,236.0,251.5399932861328,2127600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,252.88999938964844,252.88999938964844,247.22999572753903,248.1100006103516,1293700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,248.0,251.38999938964844,247.52999877929688,249.9199981689453,642800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,249.5800018310547,251.9199981689453,248.72999572753903,251.77999877929688,578700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,252.0,257.67999267578125,251.58999633789065,256.8500061035156,1004900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,254.5,254.66000366210935,250.8999938964844,254.5,1012400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,258.5,262.0299987792969,258.0799865722656,260.4700012207031,4606100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,260.8800048828125,267.2200012207031,259.95001220703125,265.79998779296875,3582300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,265.239990234375,269.70001220703125,264.32000732421875,266.4800109863281,2031000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,264.0199890136719,266.6400146484375,261.70001220703125,261.8399963378906,1860900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,262.3599853515625,266.2900085449219,261.760009765625,263.19000244140625,3229600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,262.510009765625,263.45001220703125,259.0599975585937,262.8800048828125,1743600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,262.94000244140625,264.3099975585937,259.6099853515625,263.9700012207031,2261300.0,,,,,,,,,,
