Date,Open,High,Low,Close,Volume,"('Adj Close', 'FDX')","('Close', 'FDX')","('High', 'FDX')","('Low', 'FDX')","('Open', 'FDX')","('Volume', 'FDX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,251.50999450683597,252.94000244140625,250.22999572753903,252.2400054931641,2488000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,250.2700042724609,250.2700042724609,245.8000030517578,247.63999938964844,2949900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,247.25,247.7400054931641,245.0800018310547,245.2899932861328,2911800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,245.0399932861328,248.8300018310547,244.50999450683597,246.80999755859372,2267600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,248.2700042724609,249.83999633789065,246.1100006103516,248.58999633789065,2226700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,247.1000061035156,248.7100067138672,246.63999938964844,247.25,1514100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,246.7899932861328,251.08999633789065,246.02999877929688,250.80999755859372,1968700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,250.13999938964844,251.72999572753903,248.38999938964844,250.8500061035156,2020400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,250.2700042724609,251.52999877929688,247.6000061035156,248.57000732421875,1603600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,247.25,247.25,243.66000366210935,245.0399932861328,2805000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,242.0,244.7899932861328,241.5,243.2899932861328,1904200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,244.9199981689453,244.9199981689453,242.0,244.07000732421875,1995300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,244.7899932861328,246.6499938964844,242.0200042724609,246.52999877929688,2410500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,247.3999938964844,251.72999572753903,247.3999938964844,250.69000244140625,2300000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,251.17999267578125,251.83999633789065,249.3000030517578,250.8500061035156,1633700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,252.1699981689453,253.5200042724609,248.7899932861328,249.72999572753903,2466500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,251.8500061035156,254.8500061035156,251.4600067138672,253.1300048828125,1714500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,253.4199981689453,254.44000244140625,250.77999877929688,251.5500030517578,1755800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,250.8600006103516,251.00999450683597,246.00999450683597,248.02999877929688,2612200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,243.32000732421875,247.0500030517578,241.3500061035156,243.7700042724609,3961500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,243.41000366210935,244.4499969482422,240.5399932861328,241.2899932861328,2990600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,241.38999938964844,242.58999633789065,239.17999267578125,241.9499969482422,2417100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,241.5,243.82000732421875,239.33999633789065,242.3600006103516,1999200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,240.7899932861328,241.6000061035156,237.9499969482422,238.30999755859372,2624900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,238.8999938964844,243.77999877929688,238.7100067138672,241.32000732421875,2625000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,242.0200042724609,243.27999877929688,240.3300018310547,242.1300048828125,2155500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,241.8999938964844,243.33999633789065,240.41000366210935,241.75,1847300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,242.05999755859372,242.82000732421875,240.1300048828125,242.6199951171875,1786300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,242.7100067138672,244.6000061035156,241.8600006103516,244.44000244140625,1773200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,240.75,240.83999633789065,235.0500030517578,236.38999938964844,2513600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,237.4199981689453,237.6999969482422,235.30999755859372,236.8300018310547,1454000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,236.2700042724609,238.32000732421875,235.7400054931641,236.5200042724609,1520400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,235.80999755859372,238.19000244140625,234.4499969482422,237.58999633789065,2112800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,236.5200042724609,239.66000366210935,235.32000732421875,239.5399932861328,1671600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,239.72000122070312,241.5399932861328,238.2100067138672,241.41000366210935,1497100.0,,,,,,,,,,
