Date,Open,High,Low,Close,Volume,"('Adj Close', 'EVR')","('Close', 'EVR')","('High', 'EVR')","('Low', 'EVR')","('Open', 'EVR')","('Volume', 'EVR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,169.67999267578125,170.16000366210938,167.22999572753906,168.74000549316406,195100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,167.17999267578125,167.17999267578125,163.32000732421875,163.67999267578125,293500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,163.55999755859375,166.0,162.72999572753906,163.86000061035156,320200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,163.50999450683594,167.22999572753906,162.72000122070312,166.58999633789062,275500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,167.3699951171875,172.57000732421875,167.22999572753906,172.44000244140625,217900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,169.57000732421875,169.57000732421875,165.57000732421875,168.6999969482422,265900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,168.92999267578125,169.50999450683594,167.6699981689453,168.02999877929688,177300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,167.5399932861328,167.5399932861328,165.27999877929688,167.11000061035156,224600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,168.97000122070312,169.0500030517578,165.8699951171875,167.9499969482422,199300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,166.13999938964844,169.6199951171875,165.07000732421875,169.55999755859375,335500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,167.0399932861328,169.52999877929688,167.0399932861328,169.33999633789062,191800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,170.8000030517578,170.8000030517578,167.89999389648438,170.00999450683594,152700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,171.00999450683594,171.86000061035156,169.36000061035156,171.83999633789062,207800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,172.99000549316406,176.02000427246094,172.91000366210938,175.27000427246094,257300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,175.88999938964844,176.41000366210938,172.5,175.44000244140625,239600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,177.55999755859375,177.86000061035156,174.0399932861328,174.82000732421875,180000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,177.4499969482422,177.58999633789062,175.1300048828125,175.74000549316406,474100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,176.63999938964844,176.83999633789062,173.75,173.88999938964844,191000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,173.3699951171875,176.5399932861328,173.33999633789062,175.82000732421875,285300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,174.3699951171875,177.10000610351562,173.14999389648438,176.25,449300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,181.07000732421875,182.0,171.1199951171875,171.72999572753906,612900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,173.22000122070312,175.08999633789062,168.60000610351562,175.0399932861328,526500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,174.47999572753906,179.27999877929688,173.61000061035156,176.8300018310547,473100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,175.39999389648438,175.97999572753906,173.0800018310547,174.8300018310547,324800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,174.41000366210938,176.10000610351562,172.00999450683594,173.61000061035156,340600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,168.0399932861328,173.80999755859375,168.0399932861328,172.25,793900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,170.8699951171875,176.16000366210938,170.27999877929688,175.8800048828125,531200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,175.92999267578125,178.75999450683594,175.5,178.49000549316406,478100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,178.91000366210938,183.9900054931641,178.91000366210938,183.47000122070312,425500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,178.32000732421875,182.2100067138672,178.0,180.5,530500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,183.0,184.6699981689453,180.9199981689453,182.7899932861328,454000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,184.02999877929688,186.80999755859372,182.9900054931641,185.57000732421875,315000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,185.22999572753903,186.9199981689453,184.2899932861328,184.42999267578125,292900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,182.27999877929688,184.8999938964844,181.22000122070312,181.88999938964844,231100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,180.8000030517578,181.3500061035156,179.6999969482422,181.2700042724609,283500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,182.1000061035156,184.6999969482422,181.19000244140625,184.52999877929688,309200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,185.05999755859372,186.5200042724609,183.0,183.00999450683597,152300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,182.75,184.08999633789065,181.57000732421875,182.16000366210935,178400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,182.42999267578125,183.1499938964844,180.3300018310547,183.08999633789065,237000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,182.42999267578125,184.32000732421875,182.3699951171875,183.75,242200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,185.3300018310547,187.6000061035156,184.6199951171875,187.0800018310547,364900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,187.19000244140625,188.52999877929688,185.7100067138672,186.2899932861328,378300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,186.52999877929688,191.97999572753903,186.52999877929688,190.83999633789065,380300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,189.66000366210935,194.1999969482422,189.66000366210935,194.1699981689453,509200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,194.66000366210935,194.72999572753903,191.66000366210935,194.0200042724609,513100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,195.0,195.1199951171875,192.6000061035156,194.22999572753903,374000.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,195.0,198.0399932861328,194.7899932861328,196.3300018310547,814800.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,195.4499969482422,195.77999877929688,193.0,193.5500030517578,713700.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,193.75,194.5500030517578,190.58999633789065,190.72999572753903,301800.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,191.3000030517578,195.4600067138672,190.9900054931641,194.69000244140625,326000.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,193.5399932861328,193.9600067138672,188.2700042724609,189.97000122070312,360700.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,188.7100067138672,191.17999267578125,188.3300018310547,189.2700042724609,769700.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,189.52999877929688,190.6499938964844,187.88999938964844,187.94000244140625,241100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,187.05999755859372,190.69000244140625,187.05999755859372,190.6000061035156,298300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,189.9199981689453,192.6699981689453,186.25,192.1499938964844,308200.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,193.9900054931641,198.9900054931641,192.47999572753903,195.1199951171875,464500.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,195.1699981689453,195.3000030517578,190.94000244140625,192.0800018310547,182500.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,191.75999450683597,194.55999755859372,191.75999450683597,192.3600006103516,189900.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,192.83999633789065,193.8600006103516,190.16000366210935,190.25,425900.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,191.52999877929688,193.41000366210935,190.6000061035156,192.2100067138672,420600.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,193.1699981689453,193.5,191.42999267578125,192.58999633789065,356500.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,192.58999633789065,192.8999938964844,188.2899932861328,189.25,284100.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,187.5399932861328,189.3000030517578,186.8800048828125,188.75999450683597,320500.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,190.6000061035156,192.8800048828125,190.44000244140625,192.6699981689453,292600.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,194.41000366210935,195.55999755859372,190.1000061035156,190.9499969482422,292900.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,191.4600067138672,193.9600067138672,190.8699951171875,193.3999938964844,263800.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,195.30999755859372,196.80999755859372,194.22999572753903,195.6100006103516,197600.0,,,,,,,,,,
