Date,Open,High,Low,Close,Volume,"('Adj Close', 'ORIC')","('Close', 'ORIC')","('High', 'ORIC')","('Low', 'ORIC')","('Open', 'ORIC')","('Volume', 'ORIC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.140000343322754,9.460000038146973,9.038000106811523,9.140000343322754,199300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.210000038146973,9.300000190734863,8.899999618530273,8.970000267028809,154600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.09000015258789,9.140000343322754,8.75,8.930000305175781,162000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.899999618530273,8.899999618530273,8.300000190734863,8.420000076293945,222500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.860000133514404,8.449999809265137,7.849999904632568,8.239999771118164,383700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.149999618530273,8.359999656677246,8.039999961853027,8.25,167000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.25,8.470000267028809,7.900000095367432,8.130000114440918,294300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.079999923706055,8.1899995803833,7.860000133514404,8.039999961853027,223300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.0600004196167,8.638999938964844,8.0600004196167,8.600000381469727,256900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.510000228881836,8.770000457763672,8.279999732971191,8.34000015258789,312500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.319999694824219,9.31999969482422,8.09000015258789,9.30500030517578,2994600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.3100004196167,9.640000343322754,9.109999656677246,9.21500015258789,496300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,9.210000038146973,10.149999618530272,9.109999656677246,10.020000457763672,374800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,10.630000114440918,10.800000190734863,10.010000228881836,10.510000228881836,521500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,10.59000015258789,10.890000343322754,10.420000076293944,10.81999969482422,358400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,11.0,11.244999885559082,10.65999984741211,10.885000228881836,439600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.18000030517578,11.239999771118164,10.3100004196167,10.404999732971191,482700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,10.470000267028809,10.585000038146973,9.720000267028809,10.210000038146973,319400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,10.199999809265137,11.75,10.109999656677246,11.710000038146973,530900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,11.6899995803833,11.979999542236328,11.350000381469728,11.489999771118164,642300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,11.510000228881836,11.59000015258789,10.9399995803833,10.989999771118164,340500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,11.079999923706056,11.579999923706056,10.869999885559082,11.520000457763672,197800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,11.359999656677246,11.550000190734863,11.119999885559082,11.229999542236328,226200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,11.119999885559082,11.619999885559082,11.029999732971191,11.479999542236328,241400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,11.489999771118164,12.31999969482422,11.489999771118164,12.300000190734863,438600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,12.260000228881836,12.739999771118164,12.109999656677246,12.600000381469728,441100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,12.720000267028809,12.970000267028809,11.899999618530272,12.244999885559082,778300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,12.239999771118164,12.800000190734863,12.0,12.65999984741211,274000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,12.699999809265137,13.420000076293944,11.93000030517578,12.0,627000.0,,,,,,,,,,
