Date,Open,High,Low,Close,Volume,"('Adj Close', 'CFR')","('Close', 'CFR')","('High', 'CFR')","('Low', 'CFR')","('Open', 'CFR')","('Volume', 'CFR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,107.58000183105467,110.18000030517578,107.52999877929688,108.94000244140624,315300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,106.91999816894533,107.47000122070312,104.63999938964844,105.08999633789062,358100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,104.88999938964844,106.91000366210938,104.88999938964844,105.68000030517578,283500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,105.1500015258789,108.3499984741211,105.1500015258789,107.55999755859376,428900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,106.55999755859376,108.55999755859376,106.48999786376952,108.36000061035156,308700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,106.9000015258789,107.0,105.5,106.06999969482422,341200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,105.93000030517578,106.98999786376952,105.4000015258789,106.94000244140624,365300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,105.94000244140624,106.95999908447266,104.41999816894533,105.5,306700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,106.27999877929688,107.01000213623048,103.41000366210938,104.83000183105467,222400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,103.19000244140624,103.6500015258789,102.37999725341795,102.69000244140624,276200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,101.12000274658205,103.16000366210938,100.5,101.94000244140624,335300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,102.5199966430664,104.04000091552734,101.88999938964844,103.87999725341795,335300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,103.79000091552734,106.11000061035156,103.27999877929688,106.0999984741211,280300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,106.9499969482422,108.33000183105467,106.66999816894533,108.1999969482422,524500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,108.62000274658205,109.0,106.47000122070312,107.55999755859376,488600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,108.41000366210938,109.87000274658205,107.55999755859376,108.7699966430664,556200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,110.0,112.98999786376952,107.18000030517578,109.31999969482422,997400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,109.3000030517578,110.0,106.62000274658205,107.3499984741211,519700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,108.20999908447266,108.66999816894533,106.62000274658205,108.58999633789062,545900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,108.51000213623048,109.62999725341795,107.66999816894533,109.19000244140624,401300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,106.5,108.5500030517578,105.44000244140624,106.12000274658205,958200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,106.41000366210938,107.3000030517578,99.66999816894533,103.5,681600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,101.98999786376952,104.87000274658205,101.87999725341795,104.19000244140624,572700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,103.26000213623048,103.7300033569336,101.98999786376952,102.61000061035156,393500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,102.1999969482422,103.8499984741211,100.95999908447266,101.5,429300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,101.91000366210938,102.91999816894533,99.66000366210938,101.20999908447266,376800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,100.66000366210938,101.9000015258789,100.29000091552734,101.76000213623048,235200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,101.75,103.76000213623048,101.31999969482422,103.18000030517578,366100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,103.18000030517578,107.05999755859376,102.4499969482422,106.0999984741211,452700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,103.4000015258789,105.1500015258789,102.55999755859376,104.87999725341795,1115000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,105.70999908447266,106.38999938964844,104.22000122070312,106.30999755859376,691300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,107.04000091552734,109.86000061035156,106.48999786376952,109.25,389800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,107.87999725341795,110.58000183105467,107.76000213623048,108.56999969482422,452700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,107.5,108.94000244140624,107.5,107.8499984741211,303200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,107.36000061035156,107.69000244140624,106.12999725341795,107.62000274658205,282600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,107.45999908447266,108.45999908447266,106.77999877929688,107.5199966430664,314800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,107.75,108.62000274658205,106.52999877929688,107.3499984741211,321700.0,,,,,,,,,,
