Date,Open,High,Low,Close,Volume,"('Adj Close', 'BG')","('Close', 'BG')","('High', 'BG')","('Low', 'BG')","('Open', 'BG')","('Volume', 'BG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,100.9499969482422,102.13999938964844,100.9499969482422,101.5,976600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,101.19000244140624,101.66000366210938,100.02999877929688,100.2699966430664,1230500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,100.75,100.75,98.47000122070312,98.9499969482422,1668700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,98.8499984741211,99.86000061035156,96.45999908447266,98.0199966430664,2053200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,97.41000366210938,99.1999969482422,96.2300033569336,99.16000366210938,1750100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,98.7300033569336,98.94000244140624,96.0999984741211,96.66999816894533,1631600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,95.9800033569336,95.9800033569336,94.01000213623048,94.91000366210938,2221200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,94.68000030517578,95.77999877929688,94.47000122070312,95.31999969482422,1444200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,96.08000183105467,96.41000366210938,94.76000213623048,94.88999938964844,1223700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,94.25,94.98999786376952,93.3000030517578,94.8000030517578,1341800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,94.4000015258789,95.52999877929688,94.12000274658205,94.5,909600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,94.38999938964844,94.80999755859376,93.18000030517578,94.0999984741211,1006900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,94.13999938964844,94.25,92.62000274658205,92.68000030517578,1796400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,90.66999816894533,92.19000244140624,88.41000366210938,88.76000213623047,4338300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,89.27999877929688,90.70999908447266,88.95999908447266,90.18000030517578,2004600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,90.41999816894533,90.9000015258789,88.83999633789062,89.11000061035156,1744700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,89.80000305175781,90.22000122070312,88.05000305175781,88.44999694824219,1517700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,88.98999786376953,89.37999725341797,87.86000061035156,88.30000305175781,1468500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,88.6500015258789,89.22000122070312,87.98999786376953,89.01000213623047,1603200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,89.05000305175781,90.5199966430664,87.87999725341797,90.3000030517578,1712700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,89.80000305175781,90.01000213623047,88.06999969482422,88.08999633789062,1317700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,89.16999816894531,90.5,89.0199966430664,90.4000015258789,1448300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,90.19000244140624,90.97000122070312,89.43000030517578,90.47000122070312,1370800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,89.69999694824219,90.44000244140624,88.79000091552734,89.0,1854300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,89.4000015258789,90.7699966430664,89.2300033569336,90.02999877929688,2197800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,87.27999877929688,91.29000091552734,86.0999984741211,87.94999694824219,3610000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,88.02999877929688,88.27999877929688,86.11000061035156,86.5,2291600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,87.44999694824219,88.66999816894531,86.80999755859375,88.54000091552734,2690000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,88.47000122070312,91.01000213623048,88.47000122070312,90.68000030517578,2264300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,89.8499984741211,90.91000366210938,88.22000122070312,88.62999725341797,2218200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,88.68000030517578,89.73999786376953,88.51000213623047,89.5199966430664,1849600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,88.70999908447266,90.69000244140624,88.3499984741211,90.66000366210938,2385700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,90.61000061035156,91.79000091552734,90.20999908447266,91.68000030517578,1659500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,91.13999938964844,92.1500015258789,90.81999969482422,91.66999816894533,2055400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,91.9000015258789,93.18000030517578,91.3000030517578,93.05999755859376,1843000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,92.62999725341795,94.55999755859376,91.8499984741211,94.2300033569336,2263200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,93.87999725341795,94.83000183105467,93.5999984741211,93.6500015258789,1816900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,93.83999633789062,93.83999633789062,92.45999908447266,93.1999969482422,1072600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,93.62000274658205,94.12999725341795,92.95999908447266,93.12000274658205,1265500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,93.05999755859376,93.91000366210938,92.36000061035156,93.73999786376952,1195900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,94.22000122070312,94.5,92.62000274658205,94.37000274658205,2301400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,94.41999816894533,94.5,92.87000274658205,93.11000061035156,1798500.0,,,,,,,,,,
