Date,Open,High,Low,Close,Volume,"('Adj Close', 'SEIC')","('Close', 'SEIC')","('High', 'SEIC')","('Low', 'SEIC')","('Open', 'SEIC')","('Volume', 'SEIC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,63.060001373291016,63.220001220703125,62.5,62.91999816894531,661700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,62.77000045776367,62.81999969482422,62.209999084472656,62.209999084472656,612200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,62.27999877929688,63.220001220703125,61.58000183105469,62.77999877929688,942900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,62.540000915527344,63.09999847412109,62.540000915527344,62.900001525878906,560000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,63.209999084472656,63.4900016784668,62.66999816894531,63.34000015258789,770400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,63.0099983215332,63.29999923706055,62.40999984741211,62.47999954223633,798000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,62.40999984741211,63.0099983215332,62.34999847412109,62.900001525878906,686700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,62.79999923706055,63.59999847412109,62.7599983215332,63.45000076293945,767400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,63.720001220703125,64.26000213623047,63.58000183105469,63.70000076293945,422400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,63.119998931884766,63.470001220703125,62.68000030517578,63.13999938964844,458200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,62.34000015258789,63.20000076293945,62.34000015258789,62.869998931884766,581800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,62.95000076293945,63.65999984741211,62.47999954223633,62.9900016784668,794100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,63.13999938964844,63.63999938964844,62.869998931884766,63.4900016784668,532700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,63.86000061035156,64.44000244140625,63.66999816894531,64.41999816894531,670200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,64.41999816894531,64.44000244140625,63.52999877929688,63.77999877929688,499200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,64.79000091552734,65.18000030517578,64.19000244140625,64.58999633789062,2327400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,64.66000366210938,64.80000305175781,63.310001373291016,63.91999816894531,649400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,64.20999908447266,64.37999725341797,63.77000045776367,63.900001525878906,354500.0,,,,,,,,,,
