Date,Open,High,Low,Close,Volume,"('Adj Close', 'AAP')","('Close', 'AAP')","('High', 'AAP')","('Low', 'AAP')","('Open', 'AAP')","('Volume', 'AAP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,60.95000076293945,63.66999816894531,60.47999954223633,61.95000076293945,1415700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,61.18000030517578,63.060001373291016,60.81999969482422,61.0,1773900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,60.83000183105469,61.5099983215332,60.20000076293945,60.4900016784668,2045800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,60.5,62.900001525878906,60.27000045776367,61.52000045776367,1382600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,61.18999862670898,62.61000061035156,60.84999847412109,61.90999984741211,1390100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,61.61000061035156,62.31999969482422,61.06999969482422,61.38999938964844,992100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,61.290000915527344,62.459999084472656,60.56999969482422,60.97999954223633,1250200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,60.630001068115234,62.650001525878906,60.27000045776367,62.43000030517578,1196400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,62.810001373291016,64.22000122070312,61.29999923706055,61.29999923706055,1238800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,61.0,62.02999877929688,60.81999969482422,61.400001525878906,1268200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,60.7400016784668,61.9900016784668,60.400001525878906,61.040000915527344,1038500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,60.93999862670898,62.310001373291016,60.93999862670898,62.16999816894531,1569300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,62.4900016784668,63.84999847412109,60.88999938964844,63.75,1473900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,64.25,65.69999694824219,63.5,65.44000244140625,1751100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,67.11000061035156,69.37999725341797,65.19999694824219,66.08000183105469,2272400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,66.80999755859375,66.94999694824219,65.08999633789062,65.44000244140625,1492300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,66.20999908447266,67.7300033569336,65.19000244140625,66.12999725341797,919800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,66.66000366210938,67.36000061035156,65.83000183105469,66.25,781800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,66.25,68.0199966430664,65.4000015258789,66.95999908447266,1291000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,66.95999908447266,67.69999694824219,66.76000213623047,67.25,875200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,67.51000213623047,68.70999908447266,66.51000213623047,66.8499984741211,1775200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,66.9000015258789,69.45999908447266,66.9000015258789,69.23999786376953,1165300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,68.4800033569336,68.8499984741211,67.5,67.79000091552734,1346200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,66.94999694824219,67.01000213623047,63.630001068115234,65.12999725341797,1543500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,64.94999694824219,66.72000122070312,64.55999755859375,66.37000274658203,759000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,66.4000015258789,66.76000213623047,65.19999694824219,66.08999633789062,1087600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,64.80999755859375,65.27999877929688,63.790000915527344,64.13999938964844,1213900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,64.01000213623047,64.51000213623047,63.060001373291016,63.29999923706055,1898800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,64.0,66.47000122070312,63.93000030517578,66.05000305175781,1272500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,64.31999969482422,65.08999633789062,62.43999862670898,64.43000030517578,1609300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,64.91000366210938,65.0,63.25,64.26000213623047,1121000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,63.68000030517578,64.88999938964844,63.68000030517578,64.6500015258789,1242600.0,,,,,,,,,,
