Date,Open,High,Low,Close,Volume,"('Adj Close', 'GDRX')","('Close', 'GDRX')","('High', 'GDRX')","('Low', 'GDRX')","('Open', 'GDRX')","('Volume', 'GDRX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.130000114440918,6.130000114440918,5.449999809265137,5.619999885559082,4378200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.534999847412109,5.539999961853027,5.309999942779541,5.369999885559082,2237700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.300000190734863,5.755000114440918,5.269999980926514,5.699999809265137,2113700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.659999847412109,5.664999961853027,5.460000038146973,5.489999771118164,1034800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.449999809265137,5.679999828338623,5.449999809265137,5.599999904632568,1322100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.519999980926514,5.775000095367432,5.480000019073486,5.710000038146973,1502800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.420000076293945,6.679999828338623,6.159999847412109,6.46999979019165,7809100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.480000019073486,6.664999961853027,6.381999969482422,6.570000171661377,2525100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.670000076293945,7.027999877929688,6.60099983215332,6.639999866485596,3011800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.539999961853027,6.565000057220459,6.190000057220459,6.300000190734863,2706000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.099999904632568,6.340000152587891,6.0,6.329999923706055,1418600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.389999866485596,6.619999885559082,6.264999866485596,6.5,1736500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.539999961853027,6.590000152587891,6.239999771118164,6.429999828338623,1177500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.5,6.75,6.46999979019165,6.570000171661377,669100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.639999866485596,6.724999904632568,6.369999885559082,6.690000057220459,2082500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.869999885559082,6.920000076293945,6.579999923706055,6.699999809265137,1060900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.789999961853027,6.789999961853027,6.425000190734863,6.510000228881836,1216100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.46999979019165,6.607999801635742,6.440000057220459,6.489999771118164,761900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.489999771118164,6.525000095367432,6.360000133514404,6.460000038146973,759500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.409999847412109,6.485000133514404,6.150000095367432,6.159999847412109,636200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.110000133514404,6.215000152587891,5.989999771118164,6.0,1186200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.059999942779541,6.150000095367432,5.920000076293945,6.130000114440918,1322700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.039999961853027,6.260000228881836,5.929999828338623,6.199999809265137,1201200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.170000076293945,6.170000076293945,5.909999847412109,6.010000228881836,743000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.980000019073486,6.090000152587891,5.909999847412109,6.070000171661377,606500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.070000171661377,6.320000171661377,5.980000019073486,6.21999979019165,1099800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.179999828338623,6.550000190734863,6.080999851226807,6.53000020980835,1141400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,6.550000190734863,6.599999904632568,6.454999923706055,6.510000228881836,626100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,6.5,6.879000186920166,6.480000019073486,6.630000114440918,1476500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,6.300000190734863,6.5,6.146999835968018,6.389999866485596,782500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,6.519999980926514,6.630000114440918,6.329999923706055,6.619999885559082,1007100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,6.679999828338623,6.760000228881836,6.559999942779541,6.730000019073486,843800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,6.599999904632568,6.635000228881836,6.440000057220459,6.449999809265137,537600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,6.300000190734863,6.489999771118164,6.25,6.429999828338623,762600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,6.360000133514404,6.579999923706055,6.264999866485596,6.539999961853027,1543000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,6.610000133514404,6.638000011444092,6.440000057220459,6.539999961853027,1488000.0,,,,,,,,,,
