Date,Open,High,Low,Close,Volume,"('Adj Close', 'SGRY')","('Close', 'SGRY')","('High', 'SGRY')","('Low', 'SGRY')","('Open', 'SGRY')","('Volume', 'SGRY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,31.600000381469727,32.5,31.170000076293945,31.6299991607666,692500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.13999938964844,31.295000076293945,30.13999938964844,30.3700008392334,818100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.399999618530277,30.948999404907227,30.270000457763672,30.459999084472656,1025300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.25,31.270000457763672,30.075000762939453,31.059999465942383,725300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,31.15999984741211,34.459999084472656,31.07999992370605,33.97999954223633,1923900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,33.939998626708984,34.220001220703125,33.27000045776367,33.279998779296875,1127600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,33.15999984741211,33.16999816894531,32.33000183105469,32.880001068115234,580600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.529998779296875,32.720001220703125,31.96999931335449,32.619998931884766,681600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.209999084472656,33.63999938964844,32.33000183105469,32.459999084472656,760900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.82999992370605,32.310001373291016,31.63999938964844,31.71999931335449,720400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.0,31.81999969482422,30.63999938964844,30.920000076293945,391500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.46999931335449,32.27000045776367,31.277999877929688,32.220001220703125,990600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.459999084472656,32.64500045776367,31.65999984741211,32.09000015258789,739600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.599998474121094,33.849998474121094,32.16999816894531,32.22999954223633,629200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.95000076293945,33.279998779296875,31.170000076293945,31.229999542236328,551100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,32.33000183105469,32.34000015258789,30.350000381469727,30.75,737400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,31.26000022888184,32.08000183105469,30.690000534057617,31.540000915527344,821700.0,,,,,,,,,,
