Date,Open,High,Low,Close,Volume,"('Adj Close', 'MTN')","('Close', 'MTN')","('High', 'MTN')","('Low', 'MTN')","('Open', 'MTN')","('Volume', 'MTN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,212.3999938964844,213.30999755859372,208.6499938964844,210.9499969482422,501300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,209.1300048828125,209.80999755859372,204.8999938964844,206.8999938964844,625700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,207.3600006103516,210.5,206.5,209.77999877929688,660000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,208.30999755859372,213.5500030517578,208.30999755859372,210.13999938964844,378900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,209.0200042724609,213.80999755859372,208.16000366210935,213.8000030517578,432700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,212.0,213.0200042724609,210.55999755859372,211.42999267578125,343400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,211.42999267578125,214.7899932861328,210.1199951171875,214.77999877929688,287500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,215.0,215.5800018310547,212.6999969482422,214.0200042724609,333400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,214.75,217.47999572753903,213.72999572753903,216.5200042724609,404500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,215.00999450683597,215.5399932861328,210.97999572753903,211.83999633789065,446000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,209.66000366210935,214.1100006103516,209.66000366210935,214.1100006103516,349700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,215.13999938964844,222.5500030517578,215.13999938964844,222.0800018310547,947800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,222.5800018310547,223.63999938964844,219.55999755859372,223.16000366210935,510800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,225.1300048828125,226.97999572753903,222.25,224.19000244140625,457000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,224.80999755859372,226.2899932861328,224.1999969482422,225.7100067138672,238900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,227.66000366210935,227.66000366210935,223.9199981689453,224.50999450683597,363800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,226.8000030517578,228.3699951171875,225.0399932861328,225.92999267578125,381200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,227.0,228.1199951171875,225.75999450683597,228.0800018310547,311800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,227.75,227.75,219.91000366210935,223.52999877929688,389800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,221.6999969482422,223.3500061035156,220.8999938964844,220.9499969482422,303800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,220.8300018310547,224.2400054931641,219.30999755859372,222.0,517500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,222.42999267578125,222.58999633789065,217.13999938964844,222.0500030517578,504000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,220.25999450683597,224.47000122070312,216.77999877929688,222.3800048828125,341000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,220.6499938964844,221.47000122070312,218.4600067138672,220.1300048828125,283000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,220.9199981689453,223.5200042724609,219.94000244140625,221.4499969482422,464500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,220.0,223.1199951171875,219.25999450683597,221.25,223600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,222.88999938964844,223.16000366210935,219.5800018310547,221.75999450683597,242000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,221.1699981689453,224.55999755859372,220.6499938964844,224.05999755859372,258900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,223.9499969482422,228.72000122070312,223.9499969482422,227.7899932861328,347200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,223.3600006103516,224.1300048828125,220.19000244140625,222.5800018310547,299900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,223.91000366210935,224.2100067138672,220.0,224.1999969482422,278500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,224.55999755859372,229.25999450683597,224.55999755859372,228.07000732421875,236700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,226.07000732421875,228.1300048828125,225.41000366210935,225.47999572753903,277500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,224.69000244140625,228.6300048828125,224.41000366210935,228.13999938964844,368300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,228.5399932861328,230.6699981689453,227.9499969482422,230.25999450683597,320700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,232.7100067138672,236.9199981689453,231.3300018310547,236.8500061035156,398800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,236.1699981689453,236.63999938964844,233.1499938964844,234.97999572753903,286600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,234.22000122070312,234.22000122070312,226.5500030517578,227.4900054931641,331000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,227.9600067138672,230.3800048828125,227.94000244140625,229.0399932861328,241800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,226.8300018310547,230.50999450683597,226.6499938964844,230.00999450683597,268600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,230.66000366210935,231.50999450683597,229.2899932861328,230.30999755859372,516900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,230.0,230.9199981689453,227.3000030517578,230.5500030517578,381000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,229.4600067138672,229.4600067138672,216.0399932861328,217.92999267578125,865200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,218.22000122070312,221.91000366210935,215.7400054931641,219.05999755859372,548000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,230.19000244140625,235.80999755859372,228.07000732421875,228.7100067138672,1020100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,229.0800018310547,229.33999633789065,225.52999877929688,226.0800018310547,461500.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,221.8999938964844,225.7899932861328,218.1499938964844,223.75999450683597,720500.0,,,,,,,,,,
