Date,Open,High,Low,Close,Volume,"('Adj Close', 'NBTB')","('Close', 'NBTB')","('High', 'NBTB')","('Low', 'NBTB')","('Open', 'NBTB')","('Volume', 'NBTB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,41.61000061035156,42.869998931884766,41.61000061035156,42.20000076293945,123800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,42.06999969482422,42.06999969482422,40.56999969482422,40.650001525878906,204800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,40.88999938964844,41.25,40.619998931884766,40.70000076293945,127000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,40.380001068115234,40.959999084472656,40.369998931884766,40.5,116700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,40.5,40.95000076293945,40.33000183105469,40.900001525878906,119400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,40.380001068115234,40.52000045776367,39.90999984741211,40.36000061035156,103600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,40.060001373291016,40.5,39.88999938964844,40.310001373291016,101000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,40.02000045776367,40.02999877929688,39.16999816894531,39.93000030517578,285800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,40.18000030517578,40.34000015258789,39.27000045776367,39.7400016784668,91900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,39.25,39.560001373291016,38.709999084472656,38.86000061035156,188000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,38.11000061035156,39.2400016784668,38.11000061035156,38.790000915527344,166400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,38.90999984741211,39.470001220703125,38.290000915527344,38.650001525878906,107600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,38.93000030517578,39.52999877929688,38.38999938964844,39.5099983215332,146200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,39.84000015258789,40.84999847412109,39.59000015258789,40.77999877929688,181800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,41.060001373291016,41.060001373291016,39.13999938964844,39.220001220703125,218700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,39.34000015258789,40.2599983215332,37.36000061035156,37.93000030517578,249400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,38.25,38.29999923706055,36.61000061035156,36.97999954223633,217400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,37.4900016784668,37.619998931884766,36.810001373291016,37.0,174300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,37.29999923706055,37.970001220703125,37.06999969482422,37.959999084472656,229100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,37.84000015258789,38.0,37.060001373291016,37.09000015258789,183200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,36.619998931884766,37.43999862670898,35.529998779296875,35.56999969482422,283700.0,,,,,,,,,,
