Date,Open,High,Low,Close,Volume,"('Adj Close', 'CF')","('Close', 'CF')","('High', 'CF')","('Low', 'CF')","('Open', 'CF')","('Volume', 'CF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,79.75,81.7699966430664,79.68000030517578,81.61000061035156,2091100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,81.2300033569336,83.26000213623047,80.86000061035156,82.69999694824219,2160400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,83.41999816894531,83.9800033569336,80.62000274658203,81.13999938964844,1795200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,81.30000305175781,81.61000061035156,80.22000122070312,81.13999938964844,2719300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,80.16000366210938,80.33999633789062,78.2300033569336,79.19000244140625,1529700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,79.1500015258789,79.98999786376953,78.22000122070312,78.37999725341797,2098400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,78.23999786376953,79.36000061035156,77.61000061035156,78.08000183105469,1646100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,78.0999984741211,78.97000122070312,77.83000183105469,78.77999877929688,1687100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,79.54000091552734,79.62000274658203,76.54000091552734,77.19000244140625,1621700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,76.58000183105469,76.6500015258789,75.04000091552734,76.16999816894531,2213000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,75.30000305175781,75.86000061035156,74.70999908447266,75.22000122070312,1826500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,75.19999694824219,75.19999694824219,73.69999694824219,75.0199966430664,2024800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,75.0199966430664,75.19999694824219,73.79000091552734,74.98999786376953,2126500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,74.7699966430664,75.30000305175781,73.6500015258789,74.97000122070312,1608900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,75.70999908447266,77.01000213623047,75.3499984741211,76.05999755859375,1813500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,76.33000183105469,76.80999755859375,75.80000305175781,76.7699966430664,1444400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,76.91000366210938,77.3499984741211,75.05000305175781,76.94999694824219,1672400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,77.44000244140625,77.97000122070312,76.73999786376953,77.48999786376953,1686300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,77.26000213623047,77.75,76.69000244140625,77.48999786376953,1627200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,76.88999938964844,77.83000183105469,76.61000061035156,77.4000015258789,1565300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,76.12000274658203,76.70999908447266,75.13999938964844,75.51000213623047,2281500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,76.9800033569336,77.16000366210938,75.83000183105469,76.83999633789062,2716400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,76.55000305175781,76.87000274658203,75.20999908447266,76.5199966430664,1635600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,75.38999938964844,76.95999908447266,74.97000122070312,76.0999984741211,1544200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,75.93000030517578,77.30999755859375,75.58000183105469,76.13999938964844,1885500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,76.20999908447266,76.54000091552734,75.45999908447266,76.36000061035156,1279300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,76.02999877929688,76.5999984741211,75.51000213623047,76.51000213623047,1066700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,76.83000183105469,78.51000213623047,76.66999816894531,78.08000183105469,1806400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,78.12000274658203,79.2699966430664,77.91000366210938,78.86000061035156,1789100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,78.45999908447266,78.86000061035156,76.5199966430664,77.0199966430664,2215600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,77.19999694824219,77.88999938964844,76.16999816894531,77.58000183105469,2217600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,77.86000061035156,80.31999969482422,76.69999694824219,76.80000305175781,4278900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,77.58000183105469,78.22000122070312,76.55999755859375,77.69999694824219,2498800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,77.23999786376953,78.05000305175781,76.80000305175781,77.19000244140625,2815000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,77.0,78.62999725341797,76.12000274658203,77.7699966430664,2314600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,77.8499984741211,80.20999908447266,77.61000061035156,79.69999694824219,2169000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,79.30000305175781,81.30999755859375,79.08000183105469,80.41000366210938,2677200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,79.97000122070312,81.06999969482422,79.70999908447266,80.44000244140625,1784700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,80.44000244140625,80.8499984741211,79.70999908447266,79.77999877929688,1983000.0,,,,,,,,,,
