Date,Open,High,Low,Close,Volume,"('Adj Close', 'JBSS')","('Close', 'JBSS')","('High', 'JBSS')","('Low', 'JBSS')","('Open', 'JBSS')","('Volume', 'JBSS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,103.11000061035156,105.66000366210938,103.11000061035156,105.33999633789062,59000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,105.23999786376952,105.70999908447266,101.69000244140624,102.0,57900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,102.7699966430664,103.0999984741211,100.5999984741211,101.18000030517578,48600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,100.4499969482422,101.16999816894533,99.33999633789062,99.94000244140624,63200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,100.16999816894533,101.33999633789062,99.6500015258789,100.7300033569336,33500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,99.91999816894533,100.31999969482422,99.12000274658205,100.31999969482422,66700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,99.9000015258789,102.80999755859376,99.9000015258789,102.80999755859376,45200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,102.37000274658205,103.97000122070312,101.95999908447266,103.7699966430664,48800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,104.0,105.6999969482422,102.81999969482422,105.43000030517578,53300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,105.0199966430664,106.48999786376952,104.38999938964844,104.38999938964844,55900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,103.58999633789062,105.83999633789062,103.58999633789062,105.68000030517578,45800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,105.86000061035156,106.19000244140624,104.76000213623048,106.0500030517578,40300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,106.77999877929688,106.77999877929688,103.87000274658205,104.51000213623048,40000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,104.91999816894533,105.8000030517578,104.25,105.43000030517578,43700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,105.5,106.47000122070312,104.98999786376952,105.5199966430664,33100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,106.18000030517578,106.97000122070312,104.01000213623048,104.01000213623048,33200.0,,,,,,,,,,
