Date,Open,High,Low,Close,Volume,"('Adj Close', 'MPB')","('Close', 'MPB')","('High', 'MPB')","('Low', 'MPB')","('Open', 'MPB')","('Volume', 'MPB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,24.57999992370605,24.57999992370605,24.020000457763672,24.26000022888184,36200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,24.18000030517578,24.34000015258789,23.76000022888184,23.96999931335449,44000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,24.09000015258789,24.09000015258789,23.81999969482422,23.81999969482422,20600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,23.709999084472656,24.31999969482422,23.700000762939453,23.96999931335449,72300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,23.850000381469727,24.040000915527344,23.57999992370605,23.96999931335449,21900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,23.65999984741211,23.82999992370605,23.13999938964844,23.600000381469727,30400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,23.459999084472656,23.950000762939453,23.459999084472656,23.940000534057617,32100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,23.84000015258789,23.86000061035156,23.09000015258789,23.299999237060547,28500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.600000381469727,23.600000381469727,22.950000762939453,23.01000022888184,17200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.799999237060547,23.01000022888184,22.6299991607666,23.0,29100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.57999992370605,23.18000030517578,22.57999992370605,22.81999969482422,14000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.96999931335449,23.0,22.6299991607666,22.88999938964844,11800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,23.100000381469727,23.1200008392334,22.709999084472656,22.899999618530277,20900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.1200008392334,23.88999938964844,23.1200008392334,23.88999938964844,17500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,24.0,24.0,23.46999931335449,23.540000915527344,14500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,23.86000061035156,23.88999938964844,23.309999465942383,23.34000015258789,13600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,23.700000762939453,23.959999084472656,23.0,23.86000061035156,19800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,24.100000381469727,24.100000381469727,23.020000457763672,23.06999969482422,29200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,22.739999771118164,23.01000022888184,22.729999542236328,23.0,25800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,22.950000762939453,23.0,22.43000030517578,22.459999084472656,16000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,22.239999771118164,22.32999992370605,21.01000022888184,21.3799991607666,18600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.709999084472656,21.729999542236328,20.729999542236328,21.600000381469727,45300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,21.07999992370605,22.799999237060547,21.07999992370605,21.56999969482422,20700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,21.31999969482422,21.40999984741211,20.899999618530277,20.989999771118164,26300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,20.96999931335449,21.34000015258789,20.600000381469727,20.90999984741211,17200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.90999984741211,20.90999984741211,20.030000686645508,20.34000015258789,32600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.280000686645508,20.729999542236328,20.209999084472656,20.450000762939453,12700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,20.71999931335449,21.190000534057617,20.649999618530277,20.81999969482422,18200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,20.82999992370605,22.13999938964844,20.82999992370605,21.479999542236328,23400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,20.729999542236328,21.56999969482422,20.11000061035156,20.26000022888184,29900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,20.540000915527344,20.88999938964844,20.239999771118164,20.86000061035156,30100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,21.149999618530277,22.549999237060547,21.149999618530277,22.149999618530277,33500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,21.959999084472656,21.96999931335449,21.020000457763672,21.020000457763672,25700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,21.0,21.68000030517578,21.0,21.049999237060547,20100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,21.049999237060547,21.59000015258789,21.01000022888184,21.030000686645508,13700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,21.0,21.229999542236328,20.540000915527344,20.75,26400.0,,,,,,,,,,
