Date,Open,High,Low,Close,Volume,"('Adj Close', 'TCMD')","('Close', 'TCMD')","('High', 'TCMD')","('Low', 'TCMD')","('Open', 'TCMD')","('Volume', 'TCMD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,13.75,14.5,13.75,14.239999771118164,298100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.100000381469728,14.100000381469728,13.670000076293944,13.960000038146973,441200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,13.970000267028809,14.1899995803833,13.619999885559082,13.789999961853027,297600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.68000030517578,13.979999542236328,13.300000190734863,13.710000038146973,221100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.970000267028809,14.505000114440918,13.789999961853027,14.229999542236328,257700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,14.1899995803833,14.640000343322754,14.010000228881836,14.489999771118164,274800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,14.550000190734863,14.675000190734863,14.345999717712402,14.5,240900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,14.420000076293944,14.420000076293944,14.149999618530272,14.3100004196167,135700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,14.420000076293944,14.885000228881836,14.270000457763672,14.289999961853027,291900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.25,14.475000381469728,13.789999961853027,13.979999542236328,279700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.739999771118164,13.765000343322754,13.369999885559082,13.630000114440918,233400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.729999542236328,13.899999618530272,13.649999618530272,13.829999923706056,155400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.949999809265137,13.949999809265137,13.43000030517578,13.649999618530272,185000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.670000076293944,14.09000015258789,13.621000289916992,14.020000457763672,271900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,14.010000228881836,14.300000190734863,13.885000228881836,14.229999542236328,282800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,14.369999885559082,14.369999885559082,14.170000076293944,14.329999923706056,215600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,14.449999809265137,15.1899995803833,14.34000015258789,15.15999984741211,270000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,15.199999809265137,15.383000373840332,14.704999923706056,14.90999984741211,241900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,14.869999885559082,15.279999732971191,14.8100004196167,15.109999656677246,203500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,15.100000381469728,15.100000381469728,14.710000038146973,14.850000381469728,151000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,14.829999923706056,15.670000076293944,14.71500015258789,15.170000076293944,334800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,15.15999984741211,15.800000190734863,15.050000190734863,15.770000457763672,192500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,15.6899995803833,15.6899995803833,15.029000282287598,15.210000038146973,194000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,15.039999961853027,15.253999710083008,14.65999984741211,14.699999809265137,221500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,14.789999961853027,15.3100004196167,14.789999961853027,15.270000457763672,154000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,15.350000381469728,15.449999809265137,14.920000076293944,14.93000030517578,169800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,14.869999885559082,15.130000114440918,14.600000381469728,15.119999885559082,116400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,15.09000015258789,15.75,15.06999969482422,15.699999809265137,252100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,15.739999771118164,15.770000457763672,15.489999771118164,15.600000381469728,175700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,15.15999984741211,15.369999885559082,14.890000343322754,15.029999732971191,218200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,15.079999923706056,15.729999542236328,15.079999923706056,15.550000190734863,215700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,15.449999809265137,15.720000267028809,15.130000114440918,15.279999732971191,352000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,15.18000030517578,15.234999656677246,14.640000343322754,14.670000076293944,489100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,12.59000015258789,14.350000381469728,11.958000183105469,14.199999809265137,1494100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,14.06999969482422,14.350000381469728,13.470000267028809,13.880000114440918,496300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,14.039999961853027,14.149999618530272,13.5,14.130000114440918,1028800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,14.050000190734863,15.869999885559082,13.9399995803833,15.84000015258789,661400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,15.800000190734863,15.93000030517578,15.234999656677246,15.520000457763672,338600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,15.630000114440918,16.229999542236328,15.524999618530272,15.970000267028809,322100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,15.729999542236328,16.06999969482422,15.5,15.640000343322754,379100.0,,,,,,,,,,
