Date,Open,High,Low,Close,Volume,"('Adj Close', 'TREE')","('Close', 'TREE')","('High', 'TREE')","('Low', 'TREE')","('Open', 'TREE')","('Volume', 'TREE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,29.309999465942383,30.850000381469727,28.989999771118164,29.40999984741211,354300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,28.200000762939453,28.979999542236328,27.559999465942383,28.6299991607666,310800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.530000686645508,30.559999465942383,28.350000381469727,29.46999931335449,264300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,28.799999237060547,30.270000457763672,28.520000457763672,28.549999237060547,238100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,30.0,35.060001373291016,29.8799991607666,34.869998931884766,906800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,34.54999923706055,35.970001220703125,33.599998474121094,33.68000030517578,581400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,33.650001525878906,34.369998931884766,32.189998626708984,32.41999816894531,287900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.099998474121094,32.93000030517578,28.8799991607666,28.989999771118164,637700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,29.440000534057617,29.440000534057617,28.18000030517578,28.6200008392334,330300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,27.6299991607666,28.440000534057617,27.030000686645508,28.38999938964844,511500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,27.1299991607666,28.11000061035156,24.549999237060547,25.96999931335449,599200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,26.479999542236328,26.709999084472656,25.229999542236328,26.09000015258789,319000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,26.290000915527344,27.86000061035156,25.38999938964844,27.65999984741211,268700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,28.309999465942383,30.979999542236328,28.280000686645508,30.8799991607666,288700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.029998779296875,32.029998779296875,30.25,30.90999984741211,360500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,31.899999618530277,33.63999938964844,31.280000686645508,33.31999969482422,470700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,34.11000061035156,35.06999969482422,33.099998474121094,33.400001525878906,311400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.689998626708984,34.88999938964844,33.38999938964844,33.619998931884766,237800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,33.97999954223633,35.130001068115234,33.22999954223633,34.4900016784668,227600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,34.40999984741211,34.970001220703125,33.790000915527344,33.83000183105469,210100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,33.06999969482422,35.54999923706055,32.29999923706055,32.34000015258789,319200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,32.77000045776367,33.790000915527344,30.690000534057617,33.43000030517578,303800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,32.29999923706055,33.22999954223633,31.600000381469727,31.65999984741211,227100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,30.84000015258789,31.190000534057617,29.5,29.65999984741211,408900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,29.299999237060547,30.63999938964844,29.299999237060547,30.100000381469727,262400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,30.489999771118164,31.600000381469727,28.8799991607666,30.90999984741211,266500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,31.21999931335449,34.16999816894531,30.93000030517578,34.119998931884766,300500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,34.45000076293945,36.68000030517578,34.04999923706055,35.959999084472656,295800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,36.08000183105469,38.0,36.08000183105469,36.68999862670898,204000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,34.5,35.09000015258789,32.63999938964844,34.54999923706055,334200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,35.810001373291016,36.34999847412109,35.36000061035156,35.599998474121094,194800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,36.0099983215332,36.9900016784668,35.470001220703125,36.560001373291016,229600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,36.0,36.70000076293945,35.5099983215332,36.11000061035156,228900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,35.25,35.2599983215332,34.02000045776367,34.2599983215332,188400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,34.2599983215332,35.04999923706055,33.43000030517578,35.02000045776367,350600.0,,,,,,,,,,
