Date,Open,High,Low,Close,Volume,"('Adj Close', 'DPZ')","('Close', 'DPZ')","('High', 'DPZ')","('Low', 'DPZ')","('Open', 'DPZ')","('Volume', 'DPZ')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,408.8999938964844,414.7799987792969,408.25,413.1400146484375,546400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,412.8800048828125,413.4700012207031,400.3800048828125,400.4599914550781,612700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,400.8800048828125,404.9500122070313,399.4200134277344,401.2699890136719,525000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,400.010009765625,404.5499877929688,399.6300048828125,400.0299987792969,520000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,402.2300109863281,404.3999938964844,395.0799865722656,402.6900024414063,690400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,401.5700073242188,412.1000061035156,400.2699890136719,410.1400146484375,541200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,410.510009765625,414.260009765625,406.7900085449219,414.1300048828125,447800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,414.7799987792969,414.7799987792969,408.1499938964844,411.7999877929688,313400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,413.9700012207031,413.9700012207031,406.9599914550781,411.2999877929688,359800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,414.2699890136719,425.9700012207031,412.7099914550781,425.9400024414063,705500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,422.8900146484375,427.7900085449219,420.75,422.3999938964844,528600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,426.6499938964844,432.489990234375,421.5799865722656,425.9299926757813,603900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,428.2999877929688,428.4100036621094,421.9599914550781,426.7699890136719,500900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,426.7699890136719,430.3800048828125,425.3200073242188,428.010009765625,488500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,428.9299926757813,430.760009765625,423.6199951171875,425.7099914550781,406100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,428.0400085449219,429.4500122070313,420.239990234375,421.7699890136719,415500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,421.0,421.0199890136719,412.8399963378906,418.0799865722656,489500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,418.1900024414063,420.7799987792969,416.5499877929688,419.1199951171875,351900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,420.4299926757813,433.7300109863281,419.0700073242188,433.4400024414063,619300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,433.4200134277344,439.1600036621094,432.9500122070313,434.739990234375,558000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,436.1300048828125,436.1300048828125,424.4700012207031,426.2200012207031,436700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,427.8800048828125,433.8399963378906,426.3500061035156,433.5299987792969,413700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,430.6400146484375,430.6400146484375,421.4400024414063,422.05999755859375,637500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,420.6900024414063,422.4200134277344,414.2900085449219,418.0499877929688,504900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,416.3599853515625,424.9800109863281,413.55999755859375,421.5799865722656,594200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,421.6300048828125,427.8999938964844,418.4400024414063,421.9500122070313,527000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,424.5799865722656,431.4700012207031,423.010009765625,426.5799865722656,540400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,426.0,427.5499877929688,424.4500122070313,425.0899963378906,391500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,425.0899963378906,429.0,424.8299865722656,427.2900085449219,385400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,421.9599914550781,425.5899963378906,418.6400146484375,421.5,411200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,423.7300109863281,424.7200012207031,417.6400146484375,424.4800109863281,483000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,425.1900024414063,428.510009765625,422.239990234375,424.7200012207031,370100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,423.6700134277344,427.8999938964844,421.5499877929688,421.8500061035156,406200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,421.1400146484375,421.3900146484375,416.4599914550781,417.1499938964844,449000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,417.6600036621094,421.6799926757813,416.3500061035156,420.760009765625,486200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,421.3900146484375,429.30999755859375,419.3800048828125,428.010009765625,569600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,430.0,434.0400085449219,427.9400024414063,433.6499938964844,977100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,463.0,476.1799926757813,456.7799987792969,459.0,2263700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,460.260009765625,460.2799987792969,444.0400085449219,446.2699890136719,1055200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,446.05999755859375,451.9700012207031,444.25,446.3699951171875,585800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,447.989990234375,451.6199951171875,443.6499938964844,448.3500061035156,787700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,448.0,449.4800109863281,444.6900024414063,447.2300109863281,423400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,447.4500122070313,452.2799987792969,446.5299987792969,449.989990234375,419100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,450.3200073242188,450.7999877929688,445.8299865722656,449.5899963378906,344800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,451.7200012207031,451.9400024414063,443.8299865722656,447.239990234375,501400.0,,,,,,,,,,
