Date,Open,High,Low,Close,Volume,"('Adj Close', 'XYL')","('Close', 'XYL')","('High', 'XYL')","('Low', 'XYL')","('Open', 'XYL')","('Volume', 'XYL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,113.16000366210938,114.37999725341795,113.0199966430664,113.66999816894533,1089400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,113.1999969482422,113.27999877929688,111.5199966430664,111.55999755859376,1182800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,112.45999908447266,113.30999755859376,111.95999908447266,112.33000183105467,1352600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,112.1500015258789,113.01000213623048,111.2699966430664,112.1500015258789,1144300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,112.27999877929688,112.87999725341795,111.70999908447266,112.8499984741211,904300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,112.02999877929688,112.43000030517578,111.37000274658205,112.11000061035156,947700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,112.11000061035156,112.7699966430664,111.37000274658205,112.23999786376952,851000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,112.41000366210938,112.86000061035156,110.97000122070312,111.66999816894533,1036100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,112.12999725341795,112.8000030517578,110.88999938964844,111.7300033569336,1233100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,111.11000061035156,111.36000061035156,110.16000366210938,110.95999908447266,1561500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,109.73999786376952,110.69000244140624,109.38999938964844,109.69000244140624,1353100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,109.7300033569336,111.54000091552734,109.6999969482422,111.4000015258789,1276500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,111.80999755859376,111.9499969482422,110.27999877929688,111.87000274658205,1129300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,112.37999725341795,113.6500015258789,112.02999877929688,113.37999725341795,889000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,113.9499969482422,113.9800033569336,112.61000061035156,113.76000213623048,718600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,114.30999755859376,114.5,111.66000366210938,111.6999969482422,876400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,112.63999938964844,113.0199966430664,111.72000122070312,112.9800033569336,1237000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,113.55999755859376,113.76000213623048,112.27999877929688,112.38999938964844,953200.0,,,,,,,,,,
