Date,Open,High,Low,Close,Volume,"('Adj Close', 'UIS')","('Close', 'UIS')","('High', 'UIS')","('Low', 'UIS')","('Open', 'UIS')","('Volume', 'UIS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.570000171661377,5.739999771118164,5.46999979019165,5.699999809265137,461800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.489999771118164,5.860000133514404,5.409999847412109,5.690000057220459,579500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.730000019073486,5.829999923706055,5.690000057220459,5.829999923706055,487100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.760000228881836,6.690000057220459,5.760000228881836,6.650000095367432,1818200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.75,7.039999961853027,6.53000020980835,6.53000020980835,1551800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.400000095367432,6.53000020980835,6.159999847412109,6.260000228881836,893200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.239999771118164,6.28000020980835,6.090000152587891,6.239999771118164,582600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.210000038146973,6.260000228881836,5.960000038146973,6.210000038146973,594400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.289999961853027,6.579999923706055,6.289999961853027,6.409999847412109,1013900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.289999961853027,6.409999847412109,6.119999885559082,6.329999923706055,704900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.159999847412109,6.289999961853027,6.099999904632568,6.260000228881836,879900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.300000190734863,6.449999809265137,6.21999979019165,6.420000076293945,474600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.519999980926514,6.71999979019165,6.400000095367432,6.710000038146973,660500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.840000152587891,7.380000114440918,6.840000152587891,7.380000114440918,983700.0,,,,,,,,,,
