Date,Open,High,Low,Close,Volume,"('Adj Close', 'OLMA')","('Close', 'OLMA')","('High', 'OLMA')","('Low', 'OLMA')","('Open', 'OLMA')","('Volume', 'OLMA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,13.979999542236328,14.5600004196167,13.380000114440918,13.729999542236328,402700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,13.609999656677246,13.982000350952148,13.229999542236328,13.4399995803833,308300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,13.68000030517578,13.789999961853027,12.460000038146973,12.479999542236328,633700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,12.619999885559082,12.619999885559082,11.220000267028809,11.28499984741211,1379300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.140000343322754,11.954999923706056,11.100000381469728,11.829999923706056,969900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,11.619999885559082,12.050000190734863,10.899999618530272,11.93000030517578,1735700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,11.979999542236328,12.510000228881836,11.5600004196167,11.899999618530272,503700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.770000457763672,11.829999923706056,11.109999656677246,11.479999542236328,440400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,11.529999732971191,11.869000434875488,11.4399995803833,11.600000381469728,306100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.350000381469728,11.71500015258789,11.100000381469728,11.510000228881836,288100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,11.3100004196167,11.335000038146973,10.81999969482422,11.25,431200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,11.369999885559082,11.369999885559082,10.850000381469728,11.210000038146973,296700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,11.199999809265137,11.479999542236328,11.050000190734863,11.279999732971191,491100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.300000190734863,11.529999732971191,11.15999984741211,11.369999885559082,886200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,11.350000381469728,11.649999618530272,10.970000267028809,11.1899995803833,598000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,11.380000114440918,11.56999969482422,11.137999534606934,11.390000343322754,666000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.649999618530272,11.800000190734863,11.380000114440918,11.489999771118164,545600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,11.59000015258789,11.710000038146973,10.979999542236328,11.15999984741211,755000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,11.15999984741211,11.619999885559082,10.84000015258789,11.619999885559082,306200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,12.100000381469728,12.25,11.399999618530272,12.050000190734863,549400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,12.210000038146973,13.68000030517578,12.029999732971191,13.039999961853027,982800.0,,,,,,,,,,
