Date,Open,High,Low,Close,Volume,"('Adj Close', 'HUBB')","('Close', 'HUBB')","('High', 'HUBB')","('Low', 'HUBB')","('Open', 'HUBB')","('Volume', 'HUBB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,327.17999267578125,328.20001220703125,324.3901062011719,325.9200134277344,263162.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,324.0799865722656,324.125,316.760009765625,316.8399963378906,297020.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,317.2799987792969,320.489990234375,316.0599975585937,319.94000244140625,373407.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,320.0899963378906,320.0899963378906,315.375,318.1600036621094,355841.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,319.8999938964844,323.42999267578125,317.32000732421875,322.8800048828125,295282.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,320.9200134277344,329.29998779296875,319.0299987792969,327.75,464796.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,329.4599914550781,329.4599914550781,324.94000244140625,325.69000244140625,384072.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,325.25,327.9599914550781,319.3900146484375,327.69000244140625,348873.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,329.04998779296875,329.04998779296875,322.2099914550781,327.6300048828125,201285.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,326.260009765625,327.8299865722656,324.1700134277344,326.4200134277344,211468.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,324.239990234375,328.57000732421875,319.0599975585937,321.6199951171875,210885.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,322.8699951171875,326.3970031738281,322.2749938964844,325.69000244140625,152434.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,326.8299865722656,332.0,323.4599914550781,329.6199951171875,492591.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,330.8099975585937,336.8299865722656,330.8099975585937,334.760009765625,382256.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,334.8099975585937,336.5400085449219,329.6700134277344,330.9599914550781,277982.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,332.82000732421875,333.4599914550781,327.510009765625,328.1600036621094,301229.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,331.3599853515625,336.20001220703125,330.6300048828125,333.82000732421875,464728.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,333.8500061035156,335.4349975585937,328.7699890136719,328.9800109863281,375676.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,327.2799987792969,333.0199890136719,326.1300048828125,332.5599975585937,857743.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,333.29998779296875,347.2799987792969,329.2449951171875,344.3099975585937,901540.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,342.4100036621094,343.6300048828125,334.1700134277344,335.57000732421875,676269.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,336.29998779296875,344.3999938964844,334.2200012207031,343.7099914550781,543689.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,343.5799865722656,356.0599975585937,343.0199890136719,354.0299987792969,793361.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,352.6300048828125,356.3800048828125,348.7200012207031,350.989990234375,527652.0,,,,,,,,,,
